log_M,U,R,U - R,Morphology
9.444034,18.26415,16.896204,1.3679466,4
9.888838,18.718338,16.472136,2.2462025,0
10.084245,18.106457,16.600933,1.5055237,0
10.252276,17.266165,14.990104,2.276061,4
9.88666,17.676455,15.481249,2.1952057,4
10.495731,16.504784,14.982588,1.5221958,4
9.540269,18.246176,16.796228,1.4499474,0
10.926925,18.470404,15.925189,2.5452147,1
9.688034,18.100317,16.636679,1.4636383,0
10.634812,17.71291,14.851438,2.8614721,4
10.153968,18.11898,15.719041,2.3999395,4
9.970308,17.624043,15.78625,1.8377924,0
11.291143,16.789288,14.199128,2.5901594,1
10.403271,17.358774,15.558182,1.8005924,0
10.097021,19.117369,16.6155,2.5018692,0
9.995385,19.155268,16.703733,2.4515343,0
10.305343,17.245096,15.726896,1.5181999,4
11.685258,17.071482,14.242612,2.8288698,1
9.695596,18.068228,16.707712,1.3605156,0
10.360368,17.509712,15.435211,2.074501,4
12.079967,16.511478,13.53515,2.9763288,1
9.907909,17.868183,16.332994,1.5351887,0
9.825229,18.619379,16.959103,1.6602764,0
10.738514,16.74199,14.366981,2.3750086,4
9.729015,18.929195,16.894663,2.0345325,3
11.350147,17.007463,14.303964,2.7034998,1
10.240481,17.127897,14.981559,2.1463385,4
10.832836,18.240208,15.33484,2.9053679,4
11.67951,17.122232,14.369467,2.7527657,4
9.894485,17.564331,15.604679,1.959652,0
10.197686,18.095991,15.575158,2.520833,0
9.768108,18.80092,16.726828,2.0740929,4
10.160968,18.277628,15.764478,2.5131502,4
10.908336,18.690933,16.031271,2.6596622,1
9.844084,17.252865,15.89705,1.3558149,0
10.354373,15.891737,13.765168,2.1265688,4
9.967182,18.461372,16.194263,2.267109,4
11.038769,17.017696,15.266314,1.7513828,4
10.734288,16.906631,14.81026,2.0963717,4
9.985259,16.782146,15.365653,1.4164934,4
10.623249,17.837795,15.224911,2.6128845,0
10.573881,18.81326,16.33098,2.4822788,1
10.695273,17.311022,14.866769,2.444253,0
10.793779,17.346056,15.059429,2.2866268,4
11.013905,18.42736,15.745272,2.6820889,1
9.760977,17.321718,15.577397,1.7443209,1
10.993994,18.643408,15.925105,2.7183027,1
9.917819,18.149128,16.494907,1.6542206,0
9.723369,18.903011,16.935804,1.967207,0
10.377894,17.273108,15.284922,1.9881859,4
9.904208,18.115381,16.54895,1.566431,0
9.344084,18.329332,16.908875,1.4204578,0
10.224925,17.807947,15.980855,1.8270922,4
9.705075,17.277567,15.593236,1.6843309,0
9.905389,18.5932,16.092924,2.5002766,0
10.125224,19.391983,16.890062,2.5019207,0
9.911036,17.690212,16.369549,1.3206635,0
11.193684,17.347086,14.461507,2.885579,4
9.788144,16.908985,15.374519,1.5344658,0
11.835784,16.020744,13.22174,2.7990046,1
11.644278,16.372177,13.571374,2.8008032,1
10.676035,18.444117,15.841403,2.6027136,1
9.866282,18.029749,15.95202,2.0777292,4
9.760977,18.181318,16.06697,2.1143475,4
10.332836,18.616577,16.135256,2.4813213,1
11.546217,18.007547,14.984698,3.022849,0
10.169741,19.584314,16.934198,2.650116,0
9.76733,18.279083,16.696249,1.5828342,0
10.896245,16.530746,14.082762,2.4479847,1
9.813996,18.458117,16.843891,1.6142254,0
10.379105,17.860672,16.38815,1.4725227,4
10.601211,16.440668,14.297581,2.1430874,0
9.751193,18.211689,16.198751,2.0129375,0
9.737961,17.16799,15.486375,1.6816149,0
10.11141,18.84659,16.408411,2.438179,1
10.498721,16.7034,14.842584,1.860816,4
10.940738,17.68176,15.065013,2.6167479,0
10.851763,16.73914,14.513358,2.2257814,4
9.697686,17.665459,15.959426,1.7060328,4
10.050395,17.675362,15.550042,2.1253195,4
10.055,18.248167,16.536333,1.711834,0
9.943848,18.073103,15.813161,2.259942,4
11.167419,16.992277,14.389395,2.6028824,1
11.704764,16.00203,13.366407,2.635622,1
10.063431,18.016861,16.249025,1.7678356,0
10.241662,16.276472,14.560873,1.7155991,4
10.850485,19.0367,16.365248,2.6714516,1
9.683944,18.274078,16.278017,1.9960613,0
11.125859,17.30802,14.695653,2.6123667,0
10.069436,16.9889,15.336903,1.6519966,4
10.213243,18.31728,15.878945,2.4383345,0
9.785624,18.598125,16.240534,2.3575916,0
10.214021,16.821636,15.213876,1.6077604,0
10.370869,16.030682,14.264666,1.766016,4
10.341599,18.571943,16.102875,2.4690685,0
10.898923,16.958582,14.432906,2.5256758,0
10.871931,16.756332,14.269365,2.486967,4
10.967192,17.932648,15.013569,2.9190788,4
10.55498,16.821653,14.742235,2.0794182,4
9.673225,18.414137,16.250984,2.1631527,0
10.444963,16.691376,15.0325775,1.6587982,4
9.49929,17.736126,16.174871,1.5612545,4
10.425647,18.40851,15.906954,2.5015564,1
10.084245,18.12697,15.675456,2.4515142,0
9.738739,18.172794,16.782124,1.3906708,0
10.994184,16.915344,14.354318,2.5610266,0
11.639888,16.379997,13.601153,2.7788439,1
10.162352,18.422388,16.12295,2.2994385,0
9.537934,18.095303,16.765747,1.3295555,0
10.872079,17.370798,14.851698,2.5191002,1
11.239914,17.164879,14.492026,2.6728525,0
9.902994,17.32396,15.59637,1.7275896,4
10.660716,19.154535,16.445618,2.7089176,3
9.959141,19.23298,16.792562,2.4404182,3
10.636023,16.704967,14.755746,1.9492216,1
9.762533,18.216557,16.17373,2.0428257,0
9.716105,17.51782,16.172453,1.3453674,4
9.464662,18.181581,16.779043,1.4025383,4
9.731536,17.908962,15.997461,1.9115009,4
10.778351,17.275768,15.192073,2.0836954,4
11.470329,17.040688,14.381477,2.6592102,1
10.669347,16.913275,14.7258,2.1874752,4
10.76384,18.793741,16.281614,2.512127,1
11.240104,17.996847,15.307393,2.689454,1
10.210722,16.780468,15.181704,1.5987644,4
10.922077,16.291798,13.996284,2.295514,1
9.726667,18.81674,16.777521,2.039219,0
10.231536,17.98682,16.364336,1.6224842,0
9.765774,18.29156,16.370287,1.9212723,0
10.056042,17.364103,15.529619,1.8344841,0
10.530599,17.5447,15.503201,2.0415,4
10.648314,17.839298,15.349952,2.4893465,1
9.507383,18.619604,16.930656,1.6889477,0
10.529726,16.764645,14.657689,2.1069555,4
11.21785,17.693747,15.043538,2.6502085,0
11.664282,17.373203,14.547621,2.8255825,4
9.61141,18.019222,16.41143,1.6077919,0
11.223665,18.136427,15.328224,2.8082027,4
10.007726,16.782316,15.264311,1.5180054,4
11.020313,17.448147,14.8382015,2.6099453,4
9.842527,16.773556,15.401873,1.3716831,0
10.919709,16.875402,14.009234,2.866168,4
10.372269,17.062363,15.245984,1.8163786,4
10.831099,17.4959,14.99721,2.4986897,0
11.644088,16.502165,13.813084,2.6890812,4
11.026588,16.94497,14.44973,2.4952393,1
11.23274,16.99498,14.319621,2.6753588,1
10.633412,17.285597,14.769623,2.515974,0
9.942464,16.787506,15.069298,1.7182083,4
9.453757,18.13788,16.883202,1.2546787,0
10.990106,18.186525,15.585521,2.6010046,1
10.391897,17.655033,15.292643,2.3623905,0
9.815569,17.82766,16.320736,1.5069237,0
10.535014,19.042048,16.57543,2.4666176,1
9.713243,17.545319,15.923376,1.6219425,0
11.700539,17.25709,14.439026,2.8180637,1
10.097021,18.200008,16.121433,2.0785751,0
10.793779,17.04794,14.713777,2.3341627,4
9.581461,18.364857,16.398981,1.9658756,0
11.744842,17.123669,14.317339,2.8063297,0
10.399701,18.781944,16.239817,2.5421276,1
10.361768,17.807798,15.427753,2.380045,0
12.047427,15.365362,12.461548,2.9038143,1
11.633223,16.424225,13.560691,2.863534,1
11.425525,17.598038,14.449303,3.148735,0
10.971877,17.20787,14.639809,2.5680618,0
9.967182,18.676609,16.217676,2.4589329,0
10.913434,17.644197,15.024284,2.619913,1
9.788486,17.700016,16.29455,1.4054661,0
9.802878,18.975878,16.490929,2.484949,0
9.789528,17.570658,15.987051,1.5836067,4
10.71524,17.669224,15.151009,2.5182152,4
11.036224,17.547592,14.854767,2.6928253,4
9.850509,18.734835,16.430763,2.3040714,0
9.932338,17.422232,15.483392,1.9388399,0
10.578419,16.215023,13.904209,2.310814,4
10.68231,18.18658,15.649023,2.5375576,0
11.750687,16.196762,13.372438,2.8243237,1
11.177583,17.152485,14.520756,2.6317291,0
10.221626,17.306099,15.590862,1.7152367,0
10.507295,18.809568,16.291363,2.5182056,1
10.58931,16.882832,15.006744,1.8760872,4
11.546217,17.751007,14.829121,2.9218864,0
10.707375,18.923635,16.138481,2.7851543,4
9.714021,17.832315,16.61723,1.215086,0
9.740481,18.549086,16.636553,1.9125328,0
9.56925,18.573013,16.692493,1.8805199,4
11.319145,17.055908,14.427264,2.628644,1
10.045916,17.226969,15.167806,2.059163,0
10.847347,18.026073,15.427192,2.5988817,0
9.781144,17.158134,15.493312,1.6648226,4
10.779268,18.20889,15.583264,2.6256266,1
10.097207,18.45872,15.946791,2.5119286,0
9.879114,17.54692,15.736883,1.8100376,0
11.245031,16.519161,13.84824,2.6709213,1
9.868024,16.843918,15.188614,1.655304,0
10.634812,16.597824,14.614242,1.9835825,1
9.996769,17.615318,15.5269165,2.0884018,4
9.886317,17.1262,15.659936,1.4662638,1
11.029199,16.801844,14.205837,2.5960064,4
9.631649,18.04363,16.21309,1.8305397,0
9.468925,18.035978,16.516476,1.5195026,0
10.169741,18.090664,15.788235,2.3024292,0
10.15431,19.378042,16.984613,2.3934288,0
9.459404,18.505322,16.799171,1.70615,0
9.789528,17.554916,15.957699,1.5972176,4
10.595585,17.5092,15.059009,2.4501905,1
10.425647,17.342451,14.903806,2.4386454,0
10.368509,17.008951,15.288782,1.7201691,4
9.673039,18.65385,16.511902,2.1419487,0
10.816008,17.175474,14.7631645,2.4123096,0
9.838437,17.8798,16.167557,1.712244,4
9.779402,18.209116,16.364485,1.8446312,4
10.060647,19.276152,16.632944,2.6432076,4
10.522829,17.500467,14.882264,2.6182032,0
9.770456,17.693233,16.089058,1.6041756,0
9.920094,17.719717,15.598896,2.120821,0
11.092257,17.418901,14.798838,2.6200638,1
9.581119,17.497356,16.20274,1.2946167,0
9.802878,18.765438,16.232943,2.5324955,0
11.13675,17.412172,14.781772,2.6304007,1
11.31268,16.797537,14.092939,2.7045975,1
9.700393,17.468801,15.57662,1.8921814,0
10.588582,16.732048,14.294321,2.437727,4
10.932862,18.430635,15.808565,2.6220703,0
9.834952,18.406878,16.17592,2.230957,4
9.593117,18.172125,16.304354,1.8677711,4
9.666957,17.203224,15.906816,1.2964087,0
10.246703,17.724207,15.305402,2.4188051,1
10.161573,17.352377,15.094465,2.2579117,0
9.205418,17.114046,15.96629,1.1477556,0
10.959664,15.549394,13.155672,2.3937216,0
11.390497,16.77487,14.123864,2.6510057,1
10.176338,17.458075,15.701291,1.7567835,0
9.768294,18.062029,16.661728,1.400301,0
9.710116,18.36232,16.684853,1.6774673,4
10.576829,17.889633,15.306481,2.5831518,0
10.214021,17.2897,15.561143,1.7285566,4
10.172604,17.915451,15.959852,1.9555988,4
10.369131,17.514574,15.593432,1.9211416,4
11.425647,16.946735,14.411983,2.5347528,0
10.90486,16.52008,13.990347,2.5297337,4
9.726667,18.418045,16.999437,1.4186077,0
10.956407,17.399603,14.75441,2.645193,0
11.038152,17.874445,15.169024,2.7054205,1
10.342999,17.590492,15.108744,2.4817486,0
10.007383,17.246572,15.345275,1.9012976,4
9.817731,17.484102,15.663652,1.8204498,0
10.271515,16.523619,14.6430645,1.8805542,4
9.792048,18.211802,15.970148,2.2416534,4
9.660004,18.303432,16.552916,1.7505169,0
10.102248,18.678146,16.25534,2.4228058,0
9.489942,17.681654,16.287699,1.3939552,0
10.88717,17.825205,15.178963,2.6462421,1
10.375069,17.263588,14.826236,2.4373522,0
10.040269,18.649471,16.156143,2.493328,0
10.752276,18.579304,15.81562,2.7636833,4
9.603805,17.478123,15.579776,1.8983469,4
9.407131,18.350657,16.946463,1.4041939,0
9.477092,17.690437,16.183863,1.5065746,0
10.628685,17.677671,15.452686,2.2249851,0
10.306932,18.105488,16.074116,2.031372,0
10.332836,17.734867,15.726348,2.0085192,0
11.131675,17.98935,15.308439,2.68091,0
11.396435,16.896559,14.1396885,2.7568703,1
9.8091,17.593115,15.8863125,1.7068024,0
9.922614,18.23833,16.642181,1.5961494,4
10.564055,17.704954,15.184521,2.5204334,0
10.658978,17.303938,15.342949,1.960989,4
9.56673,18.45968,16.880062,1.5796185,0
11.361768,17.447021,14.718855,2.7281666,0
9.874449,18.643892,16.62032,2.023573,0
9.521197,17.701519,16.452642,1.2488766,0
9.948889,17.833366,16.085487,1.747879,4
11.305061,17.510529,14.810721,2.6998072,0
11.26244,17.517591,14.879385,2.6382065,1
9.765774,17.922167,16.243885,1.6782818,4
9.975349,16.086376,14.569933,1.5164433,4
9.807528,19.298182,16.923174,2.3750076,0
10.974365,18.172358,15.513201,2.6591568,1
10.664282,17.818592,15.359194,2.4593983,1
9.993829,17.848349,15.995219,1.8531294,0
10.726803,17.298948,14.914741,2.3842077,1
10.208374,17.054344,14.965745,2.0885992,4
10.889538,17.357996,14.710309,2.647687,1
9.747309,17.317041,15.635674,1.6813669,4
9.925554,17.029037,15.436763,1.5922747,4
10.465602,16.591143,14.8406925,1.7504501,4
9.892742,16.735378,15.334973,1.4004049,0
9.929817,19.027597,16.642881,2.384716,0
9.826007,18.523935,16.113163,2.4107723,0
10.931273,16.32238,13.742726,2.5796537,4
10.05248,17.111578,15.420492,1.6910858,4
10.397523,16.423586,14.253146,2.1704397,4
11.534824,17.159187,14.36149,2.797697,1
10.725403,17.71182,15.136546,2.5752745,4
10.274003,18.17176,15.819553,2.3522072,4
11.071081,17.980412,15.367457,2.6129541,0
9.887095,19.609552,16.996622,2.6129303,0
10.472845,16.554901,14.121894,2.4330072,4
10.148321,17.526361,15.535092,1.9912691,0
10.458766,18.147924,15.744143,2.403782,4
10.335446,17.143951,15.25783,1.8861217,4
10.089628,16.619055,14.921765,1.6972895,0
9.795347,17.931572,16.200563,1.7310085,0
9.866282,18.745708,16.525991,2.219717,0
9.919129,18.982168,16.669811,2.312357,0
10.256814,17.386703,15.052299,2.334405,4
9.828527,17.8432,16.48016,1.3630409,4
9.628523,18.044054,16.35227,1.6917839,4
9.656705,18.688942,16.354609,2.3343334,0
10.798169,17.384792,14.589585,2.795207,4
10.991506,17.629492,14.982007,2.6474848,0
11.130085,17.51685,14.793466,2.723384,0
10.016329,16.940575,15.099118,1.8414564,0
9.970494,16.993097,15.473166,1.5199308,0
9.907131,17.713562,15.613156,2.1004057,0
10.323033,16.951538,14.953162,1.9983759,4
10.136128,18.315205,15.81647,2.4987345,0
11.151451,17.78708,15.125895,2.6611862,1
10.149285,19.080015,16.520254,2.559761,1
9.833396,18.820988,16.85982,1.9611683,0
9.681207,17.784958,16.24659,1.5383682,0
9.844084,18.900917,16.541647,2.35927,0
9.90343,18.218962,16.171535,2.0474262,4
10.957176,17.79565,15.175823,2.6198273,0
9.588418,18.014568,16.517052,1.4975166,0
10.334574,17.22218,14.96945,2.2527294,0
9.748087,17.441181,16.19698,1.2442017,0
10.473277,18.737997,16.266176,2.4718208,1
9.480218,17.616386,16.250957,1.3654289,4
10.849275,18.987143,16.241789,2.7453537,1
10.405008,17.958126,15.570232,2.3878937,0
10.663204,19.42409,16.78255,2.6415386,0
10.180429,19.22984,16.672047,2.5577927,0
9.804059,18.2167,16.429646,1.7870541,0
10.288006,19.293074,16.795595,2.4974785,1
10.517513,17.791702,16.00986,1.7818432,4
10.439528,18.701565,16.233965,2.4675999,0
9.678872,18.112898,16.929863,1.1830349,0
10.543858,18.64511,16.349201,2.295908,0
11.187746,18.090748,15.325895,2.7648525,0
10.947953,18.798218,16.012678,2.7855396,1
10.391275,17.570515,15.557642,2.0128727,4
9.93268,18.565725,16.277813,2.2879124,0
9.591374,18.033804,16.5917,1.4421043,4
9.825229,17.690779,15.8184595,1.8723192,0
9.940722,18.14153,16.071255,2.0702744,4
10.391897,18.387337,15.874576,2.512761,0
9.826007,17.841167,16.361225,1.4799423,0
10.099542,18.068426,16.071293,1.9971333,0
9.813004,18.83688,16.813478,2.0234013,4
9.875227,18.213942,16.360813,1.8531284,0
10.205075,18.081493,15.822803,2.2586908,0
10.406598,17.020876,14.71338,2.307496,0
10.991506,17.69609,15.058513,2.637578,0
10.876616,18.776022,16.177536,2.598486,1
9.744183,16.693222,15.437365,1.2558575,0
9.888838,17.698082,16.18461,1.5134716,0
10.098763,17.654448,15.514894,2.139554,0
10.031323,17.400688,15.822117,1.5785713,4
10.232314,17.917233,16.113714,1.8035183,4
10.169135,17.871283,15.888108,1.9831743,4
10.048436,17.168907,15.164772,2.0041351,0
10.35443,17.847252,15.83921,2.0080423,0
9.900909,17.482695,16.062628,1.4200668,4
10.572291,17.046165,14.807381,2.2387848,4
9.617835,17.999073,16.459448,1.5396252,0
10.275403,17.333796,15.0785265,2.255269,4
9.509904,18.134523,16.414515,1.7200089,4
10.003552,18.084295,16.30673,1.777565,0
9.613931,18.299498,16.69442,1.6050777,4
10.111753,18.730543,16.480673,2.2498703,0
10.282068,18.115814,15.636645,2.479169,0
11.153378,16.441727,13.876947,2.5647793,4
10.158447,17.556395,15.733083,1.8233118,4
9.892742,16.351004,14.672128,1.6788759,4
9.605188,18.101223,16.12384,1.9773827,0
10.243218,19.345934,16.764174,2.5817604,0
9.919203,16.83233,15.1408825,1.6914482,4
9.799438,16.651894,14.993439,1.6584549,0
9.868024,17.046343,15.316867,1.729476,0
10.708964,17.066193,14.567145,2.4990473,1
10.039491,17.538807,15.952891,1.5859156,4
9.596243,18.63746,16.869377,1.7680836,0
11.389097,17.60732,14.9565115,2.6508093,0
11.462802,17.506104,14.740185,2.7659187,0
10.834236,17.98837,15.504487,2.4838839,1
10.234056,17.922764,15.739397,2.1833668,4
10.664472,19.497221,16.769754,2.7274666,0
9.662538,18.634842,16.911314,1.7235279,0
9.765774,17.779978,16.607052,1.172926,0
10.906408,17.761084,15.149218,2.611866,0
10.876469,18.864798,16.15261,2.7121868,1
10.042975,17.227278,15.748849,1.4784288,0
9.548436,18.024023,16.791733,1.2322903,0
10.334574,17.104229,15.3687315,1.7354975,0
10.604011,17.135576,14.695797,2.4397793,4
10.26225,17.363613,15.257018,2.106595,4
9.625224,18.214718,16.39096,1.8237572,0
10.84421,15.868876,13.461402,2.4074745,4
10.098763,16.851055,14.943205,1.9078503,0
10.88876,18.432032,15.696957,2.735075,1
9.693075,18.066074,16.635046,1.4310284,0
10.210116,16.970276,15.030533,1.939743,1
10.398923,15.813824,13.699443,2.1143808,4
9.683166,18.336111,16.94832,1.3877907,0
9.666615,18.121572,16.224642,1.8969307,0
10.31007,18.482075,16.038624,2.443451,0
10.342999,17.826275,15.448792,2.3774824,0
10.00894,16.95329,15.509913,1.4433775,4
10.93639,16.342403,13.722378,2.6200256,0
10.081724,17.02642,15.283231,1.7431898,0
10.398733,18.493818,15.929926,2.5638924,0
9.823486,17.604448,16.280846,1.3236027,4
10.410946,16.237453,14.405842,1.8316116,4
10.06925,17.951431,15.822174,2.1292572,4
11.111496,16.594507,13.988399,2.6061087,0
11.23134,17.159382,14.548734,2.6106482,0
9.99929,17.181633,15.483755,1.6978779,4
11.081055,18.93877,16.062153,2.8766174,4
9.815569,18.810879,16.428373,2.3825054,0
9.831654,19.076609,16.835003,2.2416058,0
10.269777,16.393635,14.498157,1.8954782,4
10.831246,18.103615,15.480456,2.6231585,1
10.977693,17.56543,14.997557,2.567873,1
11.09052,17.928543,15.056263,2.8722801,0
11.459854,17.842594,15.061464,2.7811298,1
9.773319,17.33676,15.877416,1.4593439,1
10.726803,18.81295,16.223011,2.589939,0
11.029199,18.301214,15.727978,2.5732365,0
10.987936,18.844187,16.118662,2.725525,0
10.421299,16.93002,14.950725,1.9792948,4
9.658447,18.192368,16.574598,1.6177692,0
10.156705,18.944235,16.33016,2.6140747,0
9.992865,17.142302,15.385452,1.7568493,4
10.783468,18.653362,16.078981,2.5743809,0
9.089286,17.963226,15.887539,2.0756874,0
11.021713,17.433372,14.816851,2.6165218,1
9.758456,18.609678,16.23598,2.3736992,4
10.175124,17.815289,16.403093,1.4121952,4
10.324771,17.819443,15.672629,2.1468134,1
10.753487,17.315266,14.605154,2.7101116,0
9.794569,17.72733,16.343086,1.384243,1
10.834236,18.023994,15.4275675,2.596427,0
9.860635,17.691597,16.208174,1.4834232,0
11.117311,18.10855,15.395568,2.7129812,4
11.074029,17.290733,14.699937,2.5907965,1
10.184908,16.753738,14.777901,1.9758377,4
10.380505,17.22186,15.354196,1.8676653,1
9.744525,18.140463,16.519321,1.6211414,0
10.667609,17.017262,14.821737,2.1955242,1
10.926925,18.69964,16.067476,2.632164,0
9.45662,18.096666,16.949345,1.1473217,4
9.894827,17.781368,16.14246,1.6389084,4
11.225403,17.931276,15.221036,2.7102404,1
10.577356,19.503872,16.907885,2.5959873,0
10.535352,18.277206,16.500591,1.7766151,4
11.549017,15.91213,13.454469,2.4576616,4
11.222603,17.86501,15.225767,2.6392422,1
9.744961,18.163319,16.6277,1.5356178,0
9.700207,17.826033,16.381968,1.4440651,0
11.346137,17.288706,14.690805,2.5979004,0
9.897969,17.829716,16.521557,1.3081589,4
10.419709,18.798435,16.339302,2.4591331,0
9.742626,17.019377,15.343353,1.6760235,4
10.484358,18.263498,16.023642,2.2398567,0
10.491695,17.380285,15.540418,1.8398676,0
10.26225,17.198816,15.653236,1.5455799,4
10.407808,17.248926,15.342314,1.9066124,4
10.93364,17.455475,14.793296,2.662179,0
11.247979,18.382055,15.61919,2.762865,0
10.278541,17.838865,16.042398,1.7964668,0
10.005641,16.896816,15.307777,1.5890388,0
11.396435,16.525892,13.771976,2.7539158,4
10.578756,17.622465,15.392045,2.23042,4
10.849275,18.007225,15.38071,2.6265154,1
10.901871,16.743626,14.324087,2.4195385,1
9.8583,18.04573,16.373617,1.6721134,4
9.957056,18.5512,16.891502,1.6596985,0
10.516088,19.115173,16.338451,2.776722,0
9.946368,18.321447,16.419924,1.9015236,0
11.26384,16.480833,13.98217,2.498663,4
9.847988,19.059923,16.849844,2.2100792,0
11.367731,17.802595,15.067534,2.7350607,1
10.464202,16.648203,14.427135,2.2210674,4
10.282068,17.145609,14.85808,2.287529,0
11.029726,18.41995,15.707608,2.7123423,1
11.105411,17.633028,15.039096,2.5939322,0
10.889097,15.921187,13.702843,2.2183447,4
11.210512,16.614304,14.156784,2.4575195,0
9.836695,17.198051,15.540464,1.657587,4
9.92165,18.797592,16.784924,2.0126686,4
10.223369,18.495457,16.053673,2.441784,0
10.421299,18.507841,16.030085,2.4777565,4
9.974571,18.549702,16.071657,2.4780445,0
9.946368,17.749338,16.350395,1.398943,0
10.460166,17.5388,14.813483,2.725316,0
9.9345,18.32847,16.34826,1.9802094,1
9.758456,18.88508,16.54235,2.3427296,0
10.514688,17.090948,15.208551,1.8823967,0
9.932943,16.600443,14.818352,1.7820911,4
9.713243,18.00011,16.591608,1.4085026,0
10.500121,17.897669,15.510079,2.3875895,0
9.870544,18.312485,15.989618,2.3228664,1
9.980996,18.098083,15.799175,2.2989082,1
9.958798,17.311928,15.707539,1.6043892,4
9.778018,18.544117,16.189201,2.3549156,1
11.190546,18.103413,15.385853,2.7175598,1
10.084245,18.239523,15.960577,2.278946,4
9.943069,18.03541,16.625786,1.4096241,0
9.883191,17.528383,15.846255,1.682128,0
11.487158,16.734377,14.0069275,2.7274494,0
10.015893,18.724573,16.0756,2.6489735,4
9.940722,18.944626,16.641815,2.3028107,0
9.623482,17.870855,16.120771,1.7500839,0
11.09211,18.59254,15.825246,2.767295,1
10.76225,17.56926,15.0219965,2.5472631,4
9.563168,18.285276,16.737541,1.5477352,0
9.56673,16.846588,15.570891,1.2756968,4
9.725889,18.038288,16.580133,1.4581547,0
9.783445,18.590141,16.751501,1.8386402,0
11.407808,17.491209,14.883516,2.6076927,1
11.141478,16.526188,13.897851,2.628337,1
9.964662,19.023317,16.796152,2.2271652,0
10.342999,17.298777,15.542235,1.7565413,4
10.390307,17.042347,15.121419,1.920928,4
11.058118,17.97434,15.393683,2.580657,1
10.346915,19.589146,16.787691,2.8014545,4
9.933722,19.261402,16.921095,2.3403072,4
11.01155,17.544306,15.008157,2.536149,0
11.272603,18.07983,15.273852,2.8059778,1
11.113086,16.992031,14.345058,2.6469727,0
10.725213,17.194414,14.602403,2.5920115,1
10.491506,18.144123,15.577618,2.5665054,0
10.095637,19.508469,16.894085,2.6143837,0
9.775497,17.677044,15.837523,1.8395205,4
11.278351,16.87664,14.216535,2.6601057,1
11.663072,15.779872,13.081544,2.698328,1
10.954228,17.547808,15.468555,2.0792522,4
11.299907,17.697145,14.96464,2.7325058,0
10.444963,19.063334,16.649042,2.4142914,0
9.862377,17.60437,15.829394,1.7749758,4
11.845799,16.712955,13.851233,2.861723,1
9.699429,18.216448,16.426472,1.7899761,0
9.472051,18.183697,16.837837,1.3458595,0
9.552916,18.614439,16.88636,1.7280788,0
10.830909,18.348352,15.740125,2.6082277,0
9.505641,18.66126,16.945827,1.7154331,4
10.788006,17.314493,14.899914,2.4145794,0
10.22841,16.187668,14.441798,1.7458696,4
11.305844,17.941744,15.246534,2.6952095,1
11.067944,18.233053,15.553353,2.6797,0
11.063718,18.429249,15.748383,2.6808662,0
10.400133,17.541786,15.268052,2.273734,4
10.817555,15.7842045,13.779646,2.0045586,4
10.588582,16.774689,14.649573,2.1251154,4
10.852973,16.609179,14.073293,2.5358858,4
10.633412,19.30774,16.639622,2.6681175,0
9.962703,18.625122,16.209843,2.4152794,0
9.928261,18.224083,16.622154,1.6019287,0
11.078567,16.78415,14.122607,2.661542,1
10.471539,17.407925,15.322555,2.08537,4
11.442475,17.591835,14.819717,2.7721176,1
9.673039,17.273064,15.919268,1.353796,0
9.796917,17.513357,16.026793,1.4865646,0
10.010509,17.315235,15.789747,1.5254879,0
9.880671,17.275024,15.801622,1.473402,0
10.021197,19.016932,16.980387,2.0365448,0
10.339862,17.811132,15.508808,2.3023243,0
10.266977,18.162128,16.373175,1.7889538,0
10.564055,16.167894,13.784103,2.383791,4
10.011288,18.161737,16.230616,1.9311218,0
9.881635,17.690128,16.262371,1.4277573,4
9.897005,17.813772,15.733165,2.0806074,4
9.599542,18.38575,16.821922,1.5638275,4
11.911136,15.715572,12.9633875,2.7521849,1
10.985568,17.838469,15.133667,2.7048016,1
9.685872,17.916,16.050667,1.8653336,0
11.151451,16.892023,14.463441,2.4285822,1
10.753676,17.099588,14.579445,2.5201435,4
10.814608,19.307417,16.575024,2.7323933,0
9.674782,18.281067,16.743395,1.537672,0
10.769925,17.54249,14.924679,2.6178112,3
9.647357,17.919949,16.409283,1.5106659,3
10.160968,16.468098,14.642821,1.8252764,4
11.319145,17.458471,14.82419,2.6342812,0
11.136212,17.609587,14.873482,2.736105,0
9.557784,18.707462,16.688763,2.0186996,4
9.481182,17.997194,16.779306,1.2178879,0
9.705075,17.79423,16.11382,1.6804104,1
10.208374,18.738405,16.22853,2.5098743,0
10.412034,18.083551,15.512438,2.5711136,0
10.093895,18.105953,15.7821665,2.3237867,1
10.081119,17.483397,15.759149,1.7242479,4
10.571698,17.08436,15.10308,1.9812803,4
10.004863,18.823765,16.429207,2.394558,0
11.289743,17.645803,14.946455,2.6993484,1
9.978476,18.07513,15.762415,2.3127155,0
10.047658,17.66415,15.977978,1.6861725,4
10.039833,18.493757,16.590054,1.9037037,4
10.630085,17.694386,15.328486,2.365899,1
9.863155,18.219738,16.178791,2.040947,4
9.891964,17.191725,15.506923,1.684802,0
11.269925,17.407633,14.611176,2.7964573,0
10.06673,18.730497,16.342329,2.3881683,0
10.396435,17.95586,15.8085785,2.1472816,0
9.926332,17.940823,16.067364,1.8734589,0
10.045916,18.246681,15.963199,2.2834826,0
9.620542,18.159624,15.999864,2.1597605,4
9.83027,16.891806,15.397625,1.4941807,4
11.506396,17.287708,14.482387,2.8053217,4
