log_M,U,R,U - R,Morphology
10.019641,18.532555,16.117867,2.414688,0
11.416761,16.583868,13.86352,2.7203484,0
10.033844,18.512014,16.145084,2.36693,1
9.688998,17.592197,15.859291,1.7329063,4
9.769851,18.485867,16.567831,1.9180355,0
9.900131,17.978642,16.559757,1.4188843,0
10.520651,17.126114,15.22277,1.9033442,4
10.145801,18.184635,15.791093,2.3935423,0
10.037748,17.648834,16.052523,1.5963116,0
10.868941,18.898567,16.209763,2.6888046,1
10.175746,16.548452,14.793532,1.75492,4
11.172147,18.093462,15.415848,2.6776142,1
9.985865,17.935293,16.305624,1.6296692,0
10.771515,17.291616,14.9816265,2.30999,1
10.544627,17.194136,15.205788,1.988348,4
10.449691,17.40463,15.307643,2.0969877,4
10.321444,16.985405,15.039408,1.9459972,0
9.796311,17.827448,16.202072,1.6253757,0
10.282068,17.441183,15.505848,1.9353352,0
10.677773,18.94404,16.391127,2.5529137,0
9.993207,18.733473,16.680857,2.0526161,0
9.748087,18.584776,16.882778,1.7019978,4
10.642878,19.06161,16.5322,2.5294094,0
11.05778,17.856316,15.20342,2.652896,0
10.886632,17.962269,15.435763,2.5265055,1
10.120542,18.653933,16.579258,2.0746746,0
9.638649,18.337654,16.534086,1.8035679,4
11.001859,17.496223,14.868395,2.6278286,0
9.983517,17.505203,16.283356,1.2218475,0
10.126002,17.92074,15.90464,2.0161,4
9.79978,18.560953,16.710844,1.8501091,4
10.025677,17.674517,15.633726,2.0407906,4
10.044532,18.06926,16.553005,1.5162544,4
10.334046,17.26573,14.916322,2.3494081,4
10.491384,18.441124,15.839407,2.601717,0
10.419709,17.220858,15.202183,2.0186749,4
10.58873,19.478476,16.838104,2.6403713,0
11.334574,17.46315,14.748516,2.714634,0
9.467182,18.483217,16.953735,1.5294819,0
10.318955,18.366774,15.872447,2.4943266,4
9.667393,18.936047,16.915226,2.0208206,0
10.042789,18.811268,16.230293,2.5809746,0
10.389097,16.819687,14.871197,1.9484901,3
10.759302,17.92846,15.342951,2.5855083,0
10.429873,16.75042,14.961302,1.7891178,4
9.912778,17.94946,16.193754,1.7557049,0
10.144836,18.40551,16.022686,2.382824,0
10.801307,18.999664,16.261375,2.7382889,0
9.841563,18.33229,16.646126,1.6861649,4
10.488558,19.250334,16.781572,2.4687614,1
11.161614,17.892204,15.226797,2.6654072,1
11.255224,15.97226,13.367009,2.6052513,4
10.570891,16.887989,14.38254,2.5054493,1
11.306932,16.199173,13.574001,2.6251717,1
11.361578,17.59043,14.888008,2.7024212,1
9.747309,18.419098,16.756254,1.6628437,0
10.096243,17.140615,15.475588,1.6650276,0
11.096985,18.279345,15.590354,2.6889906,0
9.636314,18.109676,16.419596,1.6900806,0
9.873671,17.519497,15.829495,1.6900015,4
10.050581,18.455032,16.570374,1.8846588,0
10.058562,17.6645,15.348214,2.3162851,0
9.967182,17.50391,16.056356,1.4475536,4
10.085023,17.419634,15.62468,1.7949543,4
10.370341,19.474714,16.991756,2.4829578,0
9.654746,17.85017,15.795426,2.0547438,0
10.726803,17.573286,15.076764,2.496522,1
9.884575,18.300499,16.38308,1.9174194,0
9.884575,17.542093,15.548698,1.9933949,4
10.664282,17.71352,15.157509,2.5560112,1
10.946553,18.289082,15.708221,2.5808601,0
10.003552,18.630566,16.230928,2.3996372,0
10.567944,17.400007,15.101434,2.2985735,1
11.654441,16.700813,13.985711,2.7151022,4
11.099785,16.215876,13.658814,2.5570612,1
11.828109,16.897366,14.062513,2.8348522,4
10.17556,18.772078,16.230862,2.541216,4
10.429873,18.234077,16.349403,1.8846741,0
9.388838,17.166922,15.647998,1.5189238,0
10.269777,17.352028,14.818053,2.5339746,4
9.710116,18.381517,16.959915,1.4216022,0
10.272413,17.46781,16.041737,1.4260731,4
10.46377,18.445427,15.885336,2.560091,0
10.576829,18.61557,16.13941,2.47616,1
10.279268,16.637009,15.068616,1.5683928,0
10.412224,16.155535,14.414438,1.7410965,4
9.791613,17.748184,15.94772,1.8004646,4
8.705075,24.479374,16.8606,7.6187744,0
9.720848,18.296799,16.725897,1.5709019,0
10.770893,18.835962,16.182842,2.65312,0
10.042789,19.317366,16.85943,2.4579353,0
10.528767,18.30175,15.871399,2.4303513,0
10.632012,18.666574,16.10967,2.5569038,1
9.812226,18.17775,16.386486,1.7912636,4
10.164094,17.660807,15.353698,2.3071089,0
9.99929,18.354548,16.039312,2.3152351,0
10.008162,18.605862,16.300812,2.30505,1
10.568281,15.922314,13.797305,2.1250086,4
11.426735,17.29085,14.568267,2.7225828,1
10.385232,17.195578,15.4054165,1.7901611,0
11.870531,17.27842,14.308405,2.9700146,3
10.137871,18.343645,16.049072,2.2945728,0
10.323181,18.153576,15.696569,2.4570065,0
9.916077,18.278913,16.120396,2.1585178,0
9.623482,17.918564,16.214323,1.7042408,0
10.76085,19.295746,16.543364,2.7523823,0
11.640856,17.560623,14.677722,2.8829012,0
11.21785,17.986195,15.354149,2.6320457,0
10.221626,17.826221,15.486577,2.3396444,4
11.225403,18.222128,15.473993,2.7481346,1
9.909652,17.82177,16.026817,1.7949524,0
10.060305,16.716982,15.230022,1.4869595,4
10.507295,18.050201,15.567429,2.4827728,1
10.47014,17.467491,15.322678,2.1448135,4
9.962703,18.85209,16.531109,2.320982,4
10.93639,17.31582,14.748754,2.5670671,1
10.11992,17.820295,15.943558,1.8767376,4
11.582455,16.896395,14.18127,2.715125,1
9.708374,18.593418,16.668056,1.9253616,0
10.608548,17.658482,15.152715,2.5057669,4
11.772915,16.610268,13.884769,2.7254982,3
9.859857,18.29794,16.00118,2.2967587,1
10.396245,17.776806,15.216961,2.559845,0
10.362105,17.236307,15.1725645,2.0637426,4
11.712102,16.703985,13.93795,2.766035,3
11.177773,17.79514,15.162299,2.6328402,3
10.196201,17.985977,15.953012,2.0329647,1
10.68072,18.754633,16.194763,2.5598698,1
10.081119,18.579187,16.331224,2.247963,0
9.736577,18.174145,16.983177,1.1909676,3
11.293442,18.111353,15.341509,2.769844,1
9.723369,18.59448,16.580385,2.0140953,4
9.626188,16.645952,15.388933,1.257019,0
11.293969,16.68879,14.085119,2.6036701,1
9.816953,17.805737,16.014631,1.7911053,4
10.323033,16.343473,14.464726,1.878747,4
9.109668,18.12374,16.522362,1.6013775,0
10.167393,17.791355,15.718319,2.0730362,4
11.536562,16.819231,13.971851,2.8473797,1
10.008348,17.617561,15.721891,1.8956699,4
10.726803,18.71701,16.088861,2.628149,3
10.906408,18.52716,15.8735695,2.6535912,0
10.205075,17.869114,16.224476,1.6446381,4
9.943069,17.042156,15.464196,1.57796,0
10.042011,19.401669,16.950687,2.4509811,0
11.095057,18.062614,15.374305,2.6883097,1
9.681207,19.125385,16.960014,2.165371,0
9.933908,17.20403,15.753336,1.4506931,4
10.016329,18.838018,16.399424,2.4385948,1
10.752276,18.45104,15.931995,2.5190449,4
10.916572,18.18987,15.4179945,2.7718763,0
10.064209,18.383469,16.028427,2.3550415,0
10.089891,18.450197,16.495916,1.9542809,4
11.05498,18.8108,16.05809,2.7527103,0
9.948889,18.087973,16.26422,1.8237534,0
10.31268,16.908966,15.010031,1.8989353,1
10.315818,17.555933,15.471209,2.0847244,4
9.523934,17.701834,16.35467,1.3471642,0
10.354373,17.673944,15.346188,2.327757,0
11.499931,17.524183,14.74965,2.7745333,1
9.625224,18.220749,16.704842,1.5159073,0
10.072562,18.650106,16.327497,2.322609,0
10.71804,18.441196,15.943358,2.497838,0
10.508884,18.856293,16.224642,2.631651,4
10.415024,18.452917,15.996623,2.456294,1
9.76733,19.366156,16.998796,2.3673592,1
9.960182,18.2383,16.464943,1.7733574,0
9.612188,18.31169,16.31735,1.994339,0
10.962654,17.998991,15.296476,2.7025146,1
10.940738,18.490932,15.869292,2.6216402,1
11.719465,16.51527,13.7315855,2.7836847,1
9.427297,18.813221,16.917341,1.8958797,4
9.92165,17.320478,15.8999195,1.4205589,0
10.344737,17.745176,15.811965,1.9332113,0
10.660716,19.005041,16.354769,2.6502724,1
11.521091,17.08552,14.367247,2.7182732,0
9.793791,17.666594,16.147036,1.519558,0
11.176035,17.125652,14.470027,2.6556253,1
10.38321,17.96179,15.568158,2.393632,0
9.446368,18.048546,16.532541,1.5160046,0
10.087108,17.637579,15.898201,1.739378,4
11.153041,18.10647,15.434026,2.6724443,1
9.64328,18.218258,16.67287,1.5453873,0
9.6155,17.930536,16.186464,1.744072,4
10.199429,18.114809,16.065218,2.049591,0
11.014688,17.716093,15.049677,2.6664162,4
11.174013,16.267405,13.665013,2.6023912,1
9.831654,17.885645,16.177547,1.7080975,4
10.105188,19.11152,16.784035,2.327486,0
9.662538,18.183916,16.054764,2.1291523,0
9.582502,17.890285,16.301638,1.5886478,0
11.016425,18.270792,15.6948,2.5759916,1
9.523499,17.762863,16.613949,1.1489143,0
10.056042,18.311228,16.220392,2.0908356,0
10.058562,17.659294,15.320475,2.3388195,4
9.922428,18.37099,16.458305,1.9126854,0
10.413434,18.101774,16.497627,1.604147,4
11.268188,17.100365,14.461438,2.6389265,3
11.245031,17.961653,15.257959,2.7036934,3
10.495584,18.305443,15.837365,2.4680777,4
11.321971,18.234035,15.353387,2.8806486,1
10.853475,17.23146,14.720575,2.5108852,1
10.365804,18.43412,16.62842,1.8057003,0
10.101284,17.249102,15.155548,2.0935535,1
9.815089,16.911728,15.3155,1.5962276,0
10.071598,17.906116,16.538147,1.3679695,0
9.985259,17.824722,16.30992,1.5148029,4
10.22841,18.359068,16.002449,2.356619,0
11.186848,16.313353,13.818336,2.495017,4
10.457176,17.619574,15.444501,2.1750727,4
11.278541,17.799673,15.243974,2.5556993,0
11.189336,17.42215,14.885139,2.5370102,0
11.81287,16.953445,14.156625,2.7968206,0
10.475955,17.263458,14.936125,2.3273335,0
10.577019,17.8374,15.661191,2.1762094,0
10.932673,16.86028,14.511645,2.3486338,4
9.863155,19.168808,16.834826,2.3339825,1
10.285016,16.16426,14.287378,1.8768826,4
11.581055,17.65126,14.7199335,2.9313269,0
10.360178,18.480293,16.182137,2.2981567,0
10.095637,17.347168,15.1650305,2.1821375,4
10.891897,15.282266,13.090534,2.1917315,0
10.424247,18.038036,15.635576,2.40246,1
10.72854,18.114555,15.806833,2.307722,4
10.09156,18.380737,16.242756,2.1379814,0
11.742904,17.111523,14.381064,2.7304583,1
10.726181,17.844059,15.283261,2.5607977,1
10.113931,18.269743,16.211147,2.0585957,0
10.915024,17.7723,15.141849,2.6304522,1
10.649903,16.78892,14.606955,2.1819649,4
10.443753,15.646661,13.60026,2.046401,4
9.96953,17.399311,15.770983,1.6283283,0
9.954535,17.570705,15.249831,2.3208742,4
10.529199,16.721737,14.605679,2.1160583,1
10.607148,16.961212,14.911377,2.0498352,4
11.078419,16.38328,13.810365,2.572915,1
11.444963,17.234217,14.5830965,2.6511202,0
10.085023,17.105644,14.75065,2.3549938,0
9.590596,18.275713,16.341614,1.9340992,0
10.605411,17.395336,15.206977,2.1883593,0
10.091374,19.272932,16.852938,2.4199944,1
9.842341,18.75935,16.390837,2.368513,0
9.669135,18.914001,16.976902,1.9370995,0
9.637871,16.809267,15.210194,1.5990734,4
9.995991,17.043865,15.952209,1.0916557,0
9.736577,17.962074,16.62929,1.3327847,1
9.760977,17.456852,15.364273,2.092579,1
9.88666,16.589464,15.009612,1.5798521,4
10.005641,16.616749,15.135847,1.4809017,0
11.070891,18.10479,15.494857,2.609933,1
10.02406,18.98137,16.625086,2.356285,4
10.091374,18.206497,15.950193,2.2563038,1
11.455439,17.050022,14.121791,2.9282312,1
10.440738,17.912613,15.484924,2.4276886,4
9.724147,18.533628,16.671461,1.8621674,0
11.593657,16.37765,13.558264,2.8193855,0
10.086765,19.400982,16.958199,2.4427834,0
9.83027,17.325253,15.4990425,1.82621,0
9.836259,17.970133,16.3151,1.6550331,0
11.503259,17.61457,14.805638,2.8089323,0
10.00894,17.078104,15.7187195,1.3593845,3
9.76384,18.100046,16.49925,1.6007957,4
11.079967,17.800512,15.1378,2.662712,1
9.444034,17.863749,16.267944,1.5958042,0
9.71598,18.889088,16.825504,2.0635834,0
9.891358,19.094057,16.75702,2.3370361,4
10.712102,16.946737,14.675723,2.2710142,4
9.966404,17.402813,15.72957,1.6732426,4
9.763497,18.752542,16.997309,1.7552338,0
10.172604,17.424732,15.60964,1.8150921,4
10.184908,18.279291,15.612327,2.6669645,4
9.723711,17.808863,15.867055,1.9418077,1
9.693075,18.218086,16.548388,1.6696987,4
9.7115,18.73944,16.911781,1.8276596,4
10.708964,16.752197,14.765853,1.9863443,0
11.325981,17.995367,15.243756,2.7516108,1
9.744525,18.112478,16.476646,1.6358318,0
9.96953,18.122631,16.298943,1.8236885,4
11.321444,16.313398,13.603996,2.709402,0
10.644615,17.188122,14.91867,2.269452,0
9.75281,19.403599,16.959183,2.444416,0
10.630612,16.859264,14.622801,2.2364635,4
9.954535,18.882729,16.436615,2.4461136,0
10.097021,18.746496,16.337215,2.4092808,0
11.281446,17.289595,14.669466,2.6201286,1
10.778541,17.147259,14.7504,2.3968592,1
10.008162,18.395267,16.596165,1.7991028,4
9.881013,18.449493,16.433203,2.0162907,0
9.778018,18.082785,16.582462,1.5003223,4
10.16565,18.053436,15.654383,2.3990536,0
11.250876,17.15057,14.513235,2.6373348,4
9.720243,18.179117,16.689445,1.4896717,0
10.087543,18.18363,16.261278,1.9223518,4
10.407808,18.180628,15.711256,2.4693718,0
9.731536,18.135525,16.263908,1.8716164,4
10.372079,18.227358,15.742474,2.4848843,0
9.756714,18.786333,16.814396,1.9719372,0
10.052137,18.141218,16.118555,2.022663,4
9.859857,18.02155,16.140503,1.8810463,0
9.839821,18.762194,16.612383,2.1498108,0
10.076856,18.140446,16.594126,1.54632,4
10.544479,18.304867,15.783854,2.5210133,0
9.928075,18.423466,16.821642,1.6018238,0
9.734835,17.371973,15.875792,1.4961815,3
10.154746,18.794474,16.455706,2.338768,0
9.897783,18.008608,16.148949,1.8596592,4
9.824265,18.707867,16.279202,2.4286652,0
10.748169,16.54527,14.498642,2.046629,4
11.040952,18.746271,15.997463,2.748808,0
11.31147,17.92429,14.5907755,3.3335142,4
11.186848,17.972544,15.288376,2.6841679,1
10.798507,18.308853,15.65407,2.6547832,1
10.531904,17.865566,15.268954,2.596612,1
11.368941,17.317102,14.627836,2.6892662,4
9.933722,16.611565,14.741367,1.8701973,0
10.231536,16.61216,14.637149,1.9750109,1
9.568814,17.881006,16.303715,1.5772915,4
11.05358,16.382078,13.891898,2.49018,0
9.897005,18.412222,16.503748,1.908474,0
11.797107,16.90638,14.176042,2.730338,1
9.944626,17.399324,15.6904745,1.7088499,4
10.138649,18.556429,16.011887,2.5445423,0
10.13417,17.561756,15.64753,1.9142265,1
9.876969,18.555803,16.8749,1.6809025,0
10.432673,17.124916,15.11644,2.0084763,4
11.108548,18.259996,15.615958,2.6440382,1
10.664282,17.108864,14.7241125,2.3847513,4
9.439943,17.580662,16.15134,1.4293213,0
10.084587,17.520567,15.631731,1.8888359,0
10.536562,16.02792,13.745319,2.2826004,4
11.372079,17.289902,14.606175,2.6837263,1
9.797695,17.867128,16.453587,1.4135418,0
10.497131,17.914196,15.353118,2.561078,0
10.424247,18.438322,16.335112,2.1032104,1
9.660968,18.125576,16.545765,1.5798111,0
10.06673,17.32072,15.35636,1.9643602,4
9.913556,17.932365,16.207777,1.7245884,0
10.605221,19.506006,16.854658,2.651348,0
9.749829,18.733292,16.532507,2.2007847,0
10.298317,17.839315,15.484225,2.3550901,0
11.180573,17.786713,15.206764,2.5799484,1
10.140154,17.855024,16.032154,1.8228703,4
11.432862,16.10463,13.485426,2.6192036,1
9.409652,17.708038,16.092411,1.6156273,0
10.044532,18.71055,16.49572,2.2148304,4
9.852468,17.960938,16.206049,1.7548885,4
10.298169,18.278221,15.995598,2.2826233,0
9.973607,18.52925,16.705784,1.8234653,0
11.350147,17.857897,15.147178,2.710719,1
10.400323,17.745691,15.295666,2.4500256,1
10.531126,18.194424,15.531657,2.6627665,0
11.033614,18.45398,15.80968,2.6442995,0
10.376469,19.00028,16.498081,2.5021992,0
10.777141,19.31422,16.572168,2.742052,0
10.678551,17.26687,14.791719,2.475151,0
10.329509,16.237522,14.712235,1.5252867,4
11.703339,15.533516,12.846374,2.6871424,1
11.719777,16.195562,13.524591,2.670971,1
9.778624,17.911274,15.814156,2.0971184,0
10.789554,16.972485,14.632846,2.3396387,4
10.824771,18.654552,16.111576,2.5429764,1
9.554658,18.484138,16.960922,1.5232162,4
9.834174,18.363796,16.557264,1.8065319,0
10.193853,16.924686,15.576365,1.348321,4
10.003895,18.195194,16.621248,1.573946,0
9.671297,17.988485,16.612726,1.3757591,4
9.866282,17.457123,15.414058,2.043065,1
10.271515,18.096367,16.059029,2.0373383,0
10.916572,17.917099,15.217913,2.6991863,4
9.911036,17.640465,16.066936,1.5735283,0
10.099542,18.435274,16.091097,2.3441772,0
10.250172,17.53561,15.6109085,1.9247017,0
10.217722,18.497625,16.420696,2.076929,0
9.52412,17.645271,16.51077,1.1345005,0
10.513098,16.80422,14.372391,2.4318295,1
10.079376,17.990305,15.731355,2.2589502,0
10.054658,16.990467,15.096299,1.8941679,4
9.633734,17.924627,16.226627,1.698,0
10.997131,17.505278,14.798944,2.7063332,4
9.846604,17.643427,16.057674,1.5857525,0
9.802878,19.133532,16.700066,2.433466,1
10.275403,19.123043,16.581814,2.5412292,0
11.76085,16.572195,13.820423,2.751772,1
10.644278,19.433128,16.738804,2.6943245,1
11.133412,18.43249,15.643518,2.788971,0
10.257902,15.7001705,14.423731,1.2764397,4
10.005641,18.411903,16.12973,2.2821732,0
10.237961,18.592882,16.000301,2.5925808,0
10.223369,16.892296,14.788784,2.1035118,4
10.883832,17.178308,14.53708,2.6412287,4
9.907909,19.523155,16.958727,2.5644283,4
10.172261,19.140419,16.727064,2.4133549,0
9.851689,17.29626,15.925184,1.3710766,4
9.672261,18.790848,16.894924,1.8959236,0
10.298317,17.312849,15.683171,1.6296778,0
10.371741,17.843794,15.430175,2.413619,1
10.177302,18.267776,15.775906,2.4918709,1
10.779941,16.170345,14.262393,1.9079523,4
11.050565,17.936098,15.3523,2.5837984,1
9.810484,19.064358,16.780464,2.2838936,0
9.778624,19.239786,16.856266,2.3835201,1
10.127745,18.837198,16.429955,2.4072437,0
9.724147,18.753315,16.713638,2.0396767,4
10.380694,17.222132,15.209615,2.012517,4
11.373479,17.595552,14.809608,2.785944,1
9.660968,17.954514,16.166933,1.7875805,0
9.868802,17.988697,15.638374,2.3503227,0
9.627745,17.559105,16.342886,1.216219,4
9.874449,17.259802,15.677544,1.5822582,0
10.890307,17.124382,14.487725,2.6366568,1
9.833396,18.458733,16.791908,1.6668243,4
10.26244,17.144037,15.369484,1.7745533,1
10.236577,16.96736,14.981218,1.9861412,4
9.951237,16.694218,15.244509,1.4497089,4
9.779402,16.915697,15.052041,1.863656,0
11.373669,16.575726,13.888681,2.6870441,4
9.851689,17.386896,15.796861,1.5900354,4
11.072819,17.110987,14.485264,2.625723,1
10.149269,18.735209,16.377121,2.3580875,1
9.700393,18.579857,16.795332,1.7845249,0
11.245031,17.25774,14.674275,2.5834646,1
11.008695,17.507296,14.930633,2.576663,0
10.2115,18.626719,16.258766,2.3679523,1
9.749829,17.911629,16.116516,1.7951126,0
10.145801,18.683836,16.35552,2.3283157,0
10.239703,17.845577,15.812636,2.0329409,4
11.286416,18.105694,15.403419,2.7022753,0
10.246703,18.34192,16.076345,2.2655754,3
11.065266,17.317179,14.766125,2.551054,1
9.897783,18.307396,16.484077,1.8233185,4
10.617311,18.188526,15.697812,2.490714,4
9.866282,17.168571,15.469587,1.6989841,4
10.196201,17.36716,15.978826,1.3883352,4
9.818695,17.970669,16.646914,1.3237553,4
9.818695,17.061632,15.366439,1.6951933,4
10.220243,16.591679,14.976961,1.6147175,0
11.246579,17.079218,14.525292,2.5539255,0
9.720243,17.87117,16.369247,1.5019226,0
10.38461,18.842312,16.56886,2.2734528,0
10.31147,18.580118,16.054722,2.5253963,0
10.606958,18.949333,16.378155,2.5711784,0
10.506207,16.391264,14.39858,1.9926844,4
9.779402,18.407831,16.137375,2.2704563,0
9.900909,18.532341,16.713758,1.8185825,4
10.169741,19.337576,16.978647,2.3589287,0
10.17556,19.135128,16.793463,2.3416653,0
9.773755,18.304415,16.661802,1.6426125,0
11.910946,16.57777,13.765406,2.8123646,1
10.910946,17.222984,14.896845,2.3261395,0
10.362105,17.29136,15.107893,2.1834679,4
10.949691,18.49294,15.821066,2.671875,1
10.467529,18.26151,15.612809,2.6487017,0
11.672147,16.388996,13.653885,2.7351112,1
10.98122,18.001884,15.275323,2.7265615,0
9.612188,18.616367,16.954863,1.6615047,4
9.633391,18.35232,16.600887,1.7514324,0
10.023156,19.158064,16.859186,2.2988777,4
10.324771,16.784657,14.53155,2.253106,0
10.151184,19.352325,16.843267,2.509058,4
9.560305,18.374434,16.745903,1.6285305,0
10.409546,18.323961,15.8838215,2.4401398,0
9.720243,18.561659,16.948816,1.6128426,0
10.598195,18.154432,15.639618,2.5148144,1
9.454535,17.974024,16.501091,1.4729328,0
10.429535,17.325176,15.2562275,2.0689487,0
9.364898,18.110838,16.798363,1.3124752,0
9.913556,18.548046,16.33676,2.2112865,0
9.858114,19.175661,16.759266,2.4163952,0
9.907131,18.581625,16.380356,2.2012691,0
9.560305,18.104984,16.553524,1.5514603,3
10.053085,17.39939,15.317073,2.0823164,1
10.896245,16.039728,14.345445,1.6942835,4
10.375069,18.347775,15.931955,2.4158192,0
11.008884,17.397467,14.616472,2.7809944,4
11.13815,18.117023,15.410392,2.7066317,1
10.101626,19.229496,16.73007,2.499426,0
9.623482,18.343866,16.73029,1.6135769,0
10.896245,18.676785,16.121387,2.555397,0
9.547658,18.082888,16.635204,1.4476833,0
11.443753,17.834438,15.013692,2.8207464,1
9.683291,17.145699,15.695664,1.4500341,0
10.170519,17.56562,15.44517,2.12045,4
10.573881,17.686577,15.198042,2.488535,0
11.240104,16.56624,13.839703,2.7265377,1
11.335784,17.775381,14.972139,2.8032417,1
10.023156,17.644674,15.775098,1.8695765,4
9.832432,16.490225,15.055699,1.4345255,4
10.383832,17.377071,15.005164,2.3719072,0
10.386442,16.05143,14.642396,1.4090338,4
10.898733,17.685665,15.1091175,2.5765476,1
9.78875,19.002146,16.353664,2.6484814,0
9.725889,18.597979,16.772238,1.8257408,0
10.698179,16.525118,13.765221,2.7598972,4
9.958798,19.02743,16.64722,2.380209,0
10.916761,19.099588,16.31059,2.7889977,0
10.771515,17.241673,14.724151,2.5175219,0
10.039491,17.605106,15.967021,1.6380854,4
9.773755,19.16463,16.954771,2.2098598,1
11.21365,18.160723,15.4535265,2.7071962,0
11.817555,15.426496,12.630876,2.79562,4
9.92165,18.196568,16.581781,1.6147861,0
10.231536,16.753157,15.312634,1.4405222,4
10.643215,16.788488,14.077914,2.7105742,4
9.765588,18.06809,16.446877,1.6212139,0
9.585209,18.19972,16.256474,1.9432468,4
9.699771,18.359346,16.581493,1.777853,0
10.2115,16.32071,14.69295,1.627759,4
11.146015,17.677229,15.147427,2.5298023,0
9.794569,18.32391,16.513233,1.8106766,0
10.418499,17.94049,15.833456,2.1070347,4
9.873671,18.52532,16.325481,2.1998386,0
10.902061,16.72287,14.199846,2.5230236,1
10.354563,18.224558,15.685768,2.5387897,0
10.375069,16.443504,14.549569,1.8939352,4
11.186536,16.757027,14.005871,2.7511559,0
9.609668,17.481365,16.072168,1.4091969,4
10.503069,16.534628,14.880844,1.6537838,4
10.349275,17.536234,15.619231,1.9170027,0
10.101626,18.606205,16.426943,2.1792622,4
9.578598,18.72658,16.959412,1.767168,0
11.684488,16.908358,14.06964,2.8387175,4
10.901439,16.070501,13.611931,2.4585705,4
9.461925,18.273623,16.901892,1.3717308,0
10.060305,18.181015,16.09649,2.0845242,4
9.834174,18.443071,16.968542,1.4745293,0
9.952015,17.498402,15.864807,1.6335945,0
9.613931,18.493107,16.681175,1.8119316,0
10.746579,17.612152,15.276824,2.335328,4
9.665058,17.854305,16.235062,1.6192436,0
9.831654,18.809519,16.484583,2.324936,0
10.745369,17.63644,15.162374,2.4740667,3
10.055264,18.572285,16.57526,1.9970245,0
11.579967,16.874763,14.131154,2.7436094,1
11.591047,16.865618,14.100146,2.7654715,1
10.575619,18.960485,16.354149,2.6063366,1
11.58516,16.869026,14.141588,2.727438,1
9.581724,18.661377,16.955631,1.7057457,0
10.686848,18.146694,15.6202965,2.5263977,0
9.542011,18.655125,16.818733,1.8363914,4
10.372079,19.105066,16.590725,2.5143414,0
10.780478,17.187157,15.294814,1.8923426,4
10.140154,16.600956,14.442866,2.1580896,4
9.645801,17.994783,16.569147,1.4256363,0
11.13694,18.199743,15.575757,2.6239862,1
9.786402,18.090248,16.493612,1.5966358,4
10.645825,17.52602,15.236753,2.2892666,4
10.385232,17.7364,15.509006,2.227395,4
10.931462,18.05096,15.57315,2.4778109,0
9.501032,18.644358,16.797823,1.8465347,4
10.352973,18.055796,15.82876,2.2270355,4
10.045137,18.367752,16.163603,2.2041492,0
10.246703,16.674673,14.6828575,1.9918156,0
10.188812,17.874754,15.4578705,2.4168835,1
10.572481,16.526283,13.972157,2.5541267,0
11.09052,15.975917,13.473128,2.5027885,0
9.622704,17.136242,15.789076,1.3471661,0
11.05498,16.581882,14.191623,2.3902597,1
10.739914,16.741655,14.192495,2.54916,1
10.426925,18.326593,15.875854,2.4507399,0
9.887095,18.316847,16.508387,1.8084602,0
10.138213,19.01072,16.67288,2.3378391,1
10.526251,17.334896,15.182014,2.1528816,0
10.539362,18.179918,15.735439,2.444479,1
11.059328,18.92966,16.040508,2.8891525,0
10.664472,17.764648,15.24338,2.5212688,1
9.630265,18.367092,16.696714,1.6703777,0
10.200393,17.211397,15.491994,1.7194033,4
10.998531,15.812814,14.291923,1.5208912,4
9.925554,17.69736,15.825836,1.8715229,0
10.993562,18.433569,15.744469,2.6891003,0
11.323033,17.895952,15.087009,2.8089428,1
10.210116,18.290281,15.79262,2.4976616,0
11.590088,16.834967,14.021969,2.8129978,0
10.005827,17.276525,15.27087,2.0056553,0
10.93499,18.595133,15.88451,2.7106228,3
10.48204,18.697132,16.045435,2.6516972,0
10.616974,18.653538,16.121796,2.531742,4
10.959664,17.48208,15.106245,2.3758354,4
10.829699,17.915703,15.404558,2.5111446,0
9.912778,17.303165,15.610894,1.6922712,0
10.677773,18.18869,15.603871,2.5848188,0
10.48383,19.615166,16.874832,2.7403336,0
10.376616,16.841885,14.9914255,1.8504591,4
11.266788,17.089598,14.447825,2.6417723,1
10.687746,18.97228,16.408749,2.5635319,0
10.71785,18.653526,16.005606,2.6479206,1
11.829509,16.318193,13.557166,2.7610273,1
10.495731,18.317596,15.94271,2.3748865,4
11.489958,16.909374,14.154847,2.754527,0
9.754366,18.874872,16.529926,2.344946,4
10.786606,17.0555,14.696065,2.359435,1
9.498511,17.168669,15.943296,1.2253723,0
11.072481,17.771875,15.11922,2.6526556,1
10.257902,16.441427,14.813178,1.6282492,4
10.145801,17.115818,14.860512,2.2553062,0
9.990344,17.35808,15.911548,1.4465322,4
9.695596,16.68262,15.043624,1.6389952,4
9.932338,17.178307,15.477736,1.7005701,4
10.442665,16.003029,14.018278,1.9847507,4
9.822708,17.099386,15.530746,1.5686398,0
10.238147,16.138205,14.575246,1.5629587,4
9.988728,18.02083,16.52453,1.4962997,0
10.38678,19.008503,16.532444,2.476059,0
9.907131,17.807358,16.356607,1.4507504,0
10.759302,17.481691,15.081091,2.4006004,4
10.015551,17.226217,15.68599,1.5402269,4
10.801307,18.004066,15.402941,2.6011257,0
9.622098,17.386435,16.203587,1.182848,0
10.386442,17.41509,15.142728,2.2723627,0
10.574029,17.46194,14.679287,2.7826538,0
10.839862,18.069937,15.510854,2.559083,1
