Year,Month,Monthly Average,Monthly Anomaly Uncertainty
2000,9,15.658999999999999,0.041
2000,10,14.534,0.049
2000,11,13.57,0.04
2000,12,12.848,0.046
2001,1,12.749,0.033
2001,2,12.943,0.04
2001,3,13.67,0.034
2001,4,14.593,0.042
2001,5,15.558,0.047
2001,6,16.233,0.04
2001,7,16.532,0.04
2001,8,16.274,0.044
2001,9,15.751,0.04
2001,10,14.764,0.041
2001,11,13.943,0.042
2001,12,13.167,0.044
2002,1,13.005,0.041
2002,2,13.17,0.053
2002,3,14.004000000000001,0.041
2002,4,14.668000000000001,0.035
2002,5,15.647,0.035
2002,6,16.242,0.031
2002,7,16.557,0.037
2002,8,16.357,0.043
2002,9,15.884,0.038
2002,10,14.869,0.043
2002,11,13.814,0.043
2002,12,13.07,0.037
2003,1,13.041,0.039
2003,2,13.056,0.04
2003,3,13.656,0.043
2003,4,14.620000000000001,0.042
2003,5,15.622,0.035
2003,6,16.168,0.038
2003,7,16.521,0.036
2003,8,16.453,0.041
2003,9,15.891,0.045
2003,10,15.0,0.037
2003,11,13.772,0.039
2003,12,13.291,0.038
2004,1,12.886000000000001,0.043
2004,2,13.174999999999999,0.041
2004,3,13.698,0.034
2004,4,14.679,0.036
2004,5,15.386,0.036
2004,6,16.113,0.037
2004,7,16.211,0.035
2004,8,16.261,0.052
2004,9,15.751,0.047
2004,10,14.887,0.036
2004,11,13.936,0.039
2004,12,13.052,0.051
2005,1,13.029,0.04
2005,2,13.129,0.038
2005,3,13.845,0.042
2005,4,14.74,0.04
2005,5,15.657,0.039
2005,6,16.37,0.039
2005,7,16.567,0.035
2005,8,16.431,0.043
2005,9,15.946,0.044
2005,10,15.079,0.037
2005,11,13.962,0.043
2005,12,13.269,0.043
2006,1,12.882,0.047
2006,2,13.273,0.039
2006,3,13.76,0.038
2006,4,14.592,0.04
2006,5,15.514,0.035
2006,6,16.347,0.036
2006,7,16.429,0.035
2006,8,16.532999999999998,0.039
2006,9,15.844,0.051
2006,10,14.96,0.041
2006,11,13.941,0.04
2006,12,13.339,0.035
2007,1,13.224,0.033
2007,2,13.209999999999999,0.032
2007,3,13.761000000000001,0.037
2007,4,14.857000000000001,0.035
2007,5,15.67,0.036
2007,6,16.29,0.034
2007,7,16.602,0.037
2007,8,16.43,0.041
2007,9,15.812,0.035
2007,10,14.894,0.045
2007,11,13.831,0.037
2007,12,13.015,0.037
2008,1,12.544,0.043
2008,2,12.809999999999999,0.036
2008,3,13.749,0.042
2008,4,14.581000000000001,0.041
2008,5,15.527,0.029
2008,6,16.186,0.048
2008,7,16.535999999999998,0.036
2008,8,16.277,0.032
2008,9,15.879,0.05
2008,10,14.97,0.047
2008,11,13.907,0.034
2008,12,13.095,0.036
2009,1,12.949,0.034
2009,2,13.033,0.035
2009,3,13.585,0.043
2009,4,14.636000000000001,0.044
2009,5,15.623,0.05
2009,6,16.371,0.037
2009,7,16.743,0.04
2009,8,16.53,0.03
2009,9,15.94,0.033
2009,10,14.975999999999999,0.038
2009,11,14.019,0.044
2009,12,13.279,0.04
2010,1,13.061,0.036
2010,2,13.354,0.041
2010,3,13.99,0.039
2010,4,14.96,0.034
2010,5,15.767,0.032
2010,6,16.366,0.034
2010,7,16.564999999999998,0.033
2010,8,16.485,0.036
2010,9,15.879999999999999,0.047
2010,10,15.003,0.043
2010,11,14.014000000000001,0.043
2010,12,13.068,0.045
2011,1,12.846,0.041
2011,2,13.017,0.049
2011,3,13.761000000000001,0.039
2011,4,14.696000000000002,0.038
2011,5,15.539,0.047
2011,6,16.35,0.038
2011,7,16.737,0.038
2011,8,16.595,0.042
2011,9,15.792,0.044
2011,10,14.924,0.039
2011,11,13.802,0.055
2011,12,13.138,0.041
2012,1,12.715,0.045
2012,2,12.972,0.053
2012,3,13.579,0.052
2012,4,14.754000000000001,0.046
2012,5,15.769,0.039
2012,6,16.364,0.052
2012,7,16.528,0.043
2012,8,16.528,0.04
2012,9,15.972999999999999,0.04
2012,10,15.106,0.056
2012,11,14.041,0.053
2012,12,13.105,0.05
2013,1,12.973,0.045
2013,2,13.051,0.034
2013,3,13.747,0.041
2013,4,14.618,0.042
2013,5,15.631,0.035
2013,6,16.349,0.041
2013,7,16.538999999999998,0.04
2013,8,16.509999999999998,0.042
2013,9,15.988,0.044
2013,10,14.956,0.052
2013,11,14.072000000000001,0.053
2013,12,13.234,0.054
2014,1,13.022,0.042
2014,2,13.024999999999999,0.054
2014,3,13.844000000000001,0.052
2014,4,14.836,0.042
2014,5,15.850999999999999,0.045
2014,6,16.351,0.043
2014,7,16.538,0.039
2014,8,16.674,0.042
2014,9,16.128,0.038
2014,10,15.107,0.048
2014,11,13.866,0.042
2014,12,13.307,0.045
2015,1,13.098,0.042
2015,2,13.334999999999999,0.04
2015,3,13.972000000000001,0.035
2015,4,14.841000000000001,0.047
2015,5,15.812999999999999,0.037
2015,6,16.496,0.041
2015,7,16.691,0.031
2015,8,16.653,0.036
2015,9,16.087,0.039
2015,10,15.349,0.043
2015,11,14.26,0.038
2015,12,13.688,0.036
2016,1,13.486,0.045
2016,2,13.773,0.042
2016,3,14.384,0.04
2016,4,15.153,0.037
2016,5,15.997,0.031
2016,6,16.502,0.035
2016,7,16.793,0.039
2016,8,16.82,0.029
2016,9,16.117,0.034
2016,10,15.214,0.046
2016,11,14.196,0.048
2016,12,13.471,0.041
2017,1,13.322000000000001,0.037
2017,2,13.617999999999999,0.05
2017,3,14.279,0.04
2017,4,15.020000000000001,0.039
2017,5,15.931999999999999,0.031
2017,6,16.397,0.036
2017,7,16.766,0.03
2017,8,16.683,0.032
2017,9,15.975999999999999,0.043
2017,10,15.178,0.051
2017,11,14.091000000000001,0.044
2017,12,13.488,0.043
2018,1,13.109,0.036
2018,2,13.360999999999999,0.042
2018,3,13.986,0.041
2018,4,14.963000000000001,0.039
2018,5,15.796999999999999,0.036
2018,6,16.471,0.042
2018,7,16.761,0.034
2018,8,16.608999999999998,0.034
2018,9,16.003999999999998,0.044
2018,10,15.269,0.054
2018,11,14.062000000000001,0.045
2018,12,13.48,0.038
2019,1,13.188,0.036
2019,2,13.427,0.037
2019,3,14.274000000000001,0.038
2019,4,15.088000000000001,0.035
2019,5,15.873999999999999,0.036
2019,6,16.553,0.035
2019,7,16.901,0.036
2019,8,16.781,0.042
2019,9,16.139,0.043
2019,10,15.368,0.044
2019,11,14.251000000000001,0.043
2019,12,13.662,0.036
2020,1,13.439,0.036
2020,2,13.666,0.038
2020,3,14.234,0.045
2020,4,15.204,0.04
2020,5,15.991,0.035
2020,6,16.585,0.033
2020,7,16.881999999999998,0.036
2020,8,16.733999999999998,0.042
2020,9,16.204,0.039
2020,10,15.185,0.044
2020,11,14.329,0.039
2020,12,13.366,0.038
2021,1,13.128,0.039
2021,2,13.134,0.045
2021,3,13.923,0.045
2021,4,14.850000000000001,0.036
2021,5,15.814,0.036
2021,6,16.506,0.035
2021,7,16.857,0.039
2021,8,16.686999999999998,0.036
2021,9,16.18,0.037
2021,10,15.316,0.046
2021,11,14.173,0.043
2021,12,13.391,0.04
2022,1,13.183,0.032
2022,2,13.328999999999999,0.042
2022,3,14.136000000000001,0.042
2022,4,14.899000000000001,0.037
2022,5,15.837,0.037
2022,6,16.633,0.037
2022,7,16.878999999999998,0.038
2022,8,16.758,0.038
2022,9,16.113,0.041
2022,10,15.298,0.048
2022,11,13.97,0.042
2022,12,13.437,0.046
2023,1,13.159,0.046
2023,2,13.421999999999999,0.041
2023,3,14.326,0.039
2023,4,15.056000000000001,0.035
2023,5,15.943999999999999,0.038
2023,6,16.792,0.035
2023,7,17.216,0.047
2023,8,17.092,0.047
2023,9,16.736,0.04
2023,10,15.644,0.046
2023,11,14.642,0.05
2023,12,13.929,0.045
