OBJID,RA,DEC,REDSHIFT,P_ELLIPTICAL,P_SPIRAL,UMAG,GMAG,RMAG,IMAG,ZMAG,LOG_MASS,R90_ARCSEC,AXIAL_RATIO,LOCAL_DENSITY,NEARCLUSTER_DIST,NEARCLUSTER_MASS
588017991232782501,218.5808082,8.1610552,0.0537655,0.53086936,0.43726128,-18.68486404,-20.20423126,-20.95541382,-21.29821205,-21.55867004,10.51641178,6.29416466,0.36835358,-1.8E-01,-999,-9.99E+02
587730021726814389,239.9311217,3.644782,0.0543671,0,0.96153849,-20.10173607,-21.38407326,-21.83876991,-21.98023033,-22.15815544,10.59243011,14.51370716,0.79985124,-2.08E-01,15.9599247,5.43E+12
587724199349584024,10.6413416,15.44517844,0.0795028,0.47087625,0.49167219,-19.83496666,-21.2176857,-21.85014725,-22.14715958,-22.34899521,10.82852364,7.86275434,0.87905222,8.07E-01,1.05931997,3.94E+14
587741489833836614,165.3799543,28.18784568,0.069913,0.53201264,0.42462289,-19.43551064,-20.81128311,-21.50994301,-21.8471489,-22.10610771,10.67268467,6.84002924,0.93067592,2.85E-02,-999,-9.99E+02
587729972323418316,216.307612,-1.09945903,0.0555745,0.64705878,0.0882353,-18.37675667,-19.62374687,-20.19984245,-20.4705658,-20.68111992,9.96478462,3.18709064,0.83152592,1.04E-01,11.60404205,3.74E+13
587741602031927431,184.6257191,27.51093919,0.0685082,0.17499712,0.75944418,-18.21429825,-19.9073658,-20.71770477,-21.11854744,-21.44945908,10.4449358,5.57039976,0.33823851,-1.06E+00,-999,-9.99E+02
587726877273489553,337.1540737,-9.76721723,0.05451,0.91666669,0,-18.56473351,-20.27831459,-21.01844025,-21.36471558,-21.58616638,10.55156136,9.17625237,0.84030324,4.76E-01,28.0228405,4.57E+14
588017979434860645,199.7056422,39.65625614,0.0736674,0.0483015,0.90094376,-18.86256027,-19.90392876,-20.43043709,-20.66245651,-20.76124573,9.99163151,5.76612997,0.39756221,-6.72E-01,7.01487255,5.76E+14
587726016681410721,184.2761192,3.73428739,0.0774759,0.21366099,0.68399769,-17.07509613,-19.74115181,-20.46096611,-20.78668785,-21.15999413,10.34252167,5.18601561,0.52133203,7.32E-01,0.56275451,6.63E+14
587733605343887757,252.1476619,35.16089998,0.0818993,0.01241899,0.88636649,-19.10774422,-20.05937767,-20.34641647,-20.39276314,-20.43273735,9.81799889,6.65404177,0.84288102,-7.11E-01,16.78823662,1.02E+15
587732483266380082,126.8127451,31.87814712,0.0506412,0,0.96363628,-18.91207886,-19.84936333,-20.21354294,-20.32900047,-20.46856499,9.78147316,8.60671997,0.38117337,-5.82E-01,5.48495293,3.25E+14
588017979449671946,237.8916105,27.37052795,0.0753456,0.0158874,0.98411256,-18.99837875,-20.51161385,-21.29027557,-21.69028091,-21.98081017,10.66291618,9.6678524,0.22596663,3.54E-02,5.41665506,3.73E+14
587739097517916293,161.1124475,35.02893606,0.0837689,0.11720291,0.78512377,-18.17079544,-20.01841164,-20.78558922,-21.13999176,-21.4647789,10.4560833,5.38727713,0.34384096,-2.15E-01,8.65558624,1.9E+14
587741532256010348,190.2342951,29.4655803,0.0311706,0,1,-19.28108406,-21.1135807,-21.62265968,-21.90657997,-22.05954742,10.7399025,26.07958794,0.28702033,-7.43E-01,-999,-9.99E+02
587738196109754551,111.3491013,42.25683256,0.0593121,0.03588954,0.96411043,-18.3269558,-19.70659065,-20.27516556,-20.49592209,-20.61096764,10.16832829,7.3540659,0.37085226,3.71E-01,47.24863434,8.51E+13
587729154668822671,166.8785079,63.70731432,0.0578487,0.03761009,0.96238989,-17.78511238,-19.41137695,-20.21394539,-20.64006996,-20.94370842,10.76349735,10.96509933,0.19330829,-8.73E-01,32.62963486,2.75E+13
587729228226887717,243.0357863,52.2984799,0.0788005,0.54323095,0.06403089,-17.9771843,-19.46792793,-20.31794739,-20.57823753,-20.99690628,10.23085785,3.24924064,0.55615473,-5.9E-01,28.56130028,1.58E+15
587742062143471749,176.8948162,22.9081769,0.0832977,0.17166513,0.56323564,-18.71001625,-19.78974724,-20.22089195,-20.37607002,-20.60823441,9.91371155,5.81996107,0.87665355,-6.82E-01,-999,-9.99E+02
587731513148571800,32.35449146,0.39941529,0.0616427,0.2465876,0.75341243,-19.04946136,-20.44784546,-21.07497406,-21.35356522,-21.59443092,10.4270134,7.32766199,0.67789376,-1.15E+00,28.58946609,4.26E+13
587737827281207571,111.5895605,39.99955157,0.0782471,0.18567091,0.54448384,-19.32649422,-20.28256607,-20.76133537,-20.98696709,-21.19531631,10.13580704,5.64962292,0.64078391,-3.78E-02,12.65932369,1.53E+14
587736942526857396,235.5149574,28.86427897,0.083059,0.06437094,0.91388249,-18.47190475,-20.11552238,-20.88742638,-21.2592411,-21.58013535,10.50706482,5.36430883,0.38433072,1.07E-02,10.04542065,4.11E+14
587727221948350743,355.2138267,14.58855678,0.0682968,0,0.96875,-17.82842255,-19.78661156,-20.31941414,-20.47499657,-20.74830437,10.23224735,8.72848511,0.20256776,-1.84E-01,52.58476257,3.83E+13
587739133489119316,205.3328828,36.93522268,0.0346299,0.30000001,0.69999999,-19.06128502,-20.84376907,-21.55044365,-21.91625404,-22.11574364,10.76347065,17.72255898,0.53759748,-1.01E+00,-999,-9.99E+02
587739132959326404,223.8611196,31.67533604,0.0847248,0.13796167,0.75845516,-19.32433891,-20.55690002,-21.13661575,-21.36947632,-21.47460747,10.51833248,6.96207571,0.81976157,6.34E-01,-999,-9.99E+02
587736619858526434,233.6708982,31.6426975,0.0652652,0.67909658,0.27921686,-18.29045486,-20.11073875,-20.84788895,-21.17988968,-21.44660187,10.47541046,5.65595436,0.81687617,1.01E+00,0.48155406,1.39E+13
587729387673485413,127.5225976,43.75918968,0.0834672,0.81250948,0.06955623,-19.75787926,-21.48548508,-22.22019577,-22.57709885,-22.79905891,11.03006935,6.70762205,0.79273081,2.2E-01,39.92586517,1.54E+14
588017991773454360,227.3372943,7.63956849,0.0772094,0.59784418,0.02704558,-19.50755882,-21.21079254,-21.98878479,-22.36885643,-22.53907394,10.95169449,6.13448906,0.3427023,1.79E+00,-999,-9.99E+02
587739506086379632,200.7350704,31.85508606,0.0600485,0.10756762,0.84946132,-18.76235199,-19.77771378,-20.21380234,-20.38259697,-20.5405941,9.81439877,7.9937911,0.61442178,-4.23E-01,-999,-9.99E+02
587731873388101920,123.6813851,36.97671544,0.0821202,0,1,-20.25310326,-21.53742218,-21.99316406,-22.09873962,-22.24305344,10.7157917,8.64829159,0.75616181,-1.99E-01,5.53575706,2.71E+13
587739132964765787,236.694326,26.34673813,0.062313,0.48339164,0.46782365,-18.12480354,-19.90478325,-20.66164017,-21.04060173,-21.28211784,10.43267345,3.95140743,0.35187587,-9.64E-01,-999,-9.99E+02
588017979449868614,238.4430061,27.2544486,0.0800979,0.60242033,0.39757979,-19.03910828,-20.62515831,-21.37561417,-21.70322418,-21.95994377,10.68745422,5.51323128,0.9557147,5.68E-01,1.40076303,3.24E+14
587725550661730502,127.5471669,51.33884025,0.0745492,0.5058167,0.39774412,-18.21814728,-19.9770813,-20.76739502,-21.13946915,-21.40782738,10.4719553,4.23868132,0.59075201,-7.06E-01,39.99662399,2.05E+14
587725552821534941,175.1952099,68.16290683,0.0493825,0.15742765,0.74690747,-18.15172958,-19.6204586,-20.30932999,-20.64074516,-20.9258194,10.19669533,7.96642876,0.31881228,-7.49E-01,41.26776886,3.42E+14
588015507665977412,16.45377297,-1.14931638,0.0648866,0.89615136,0.06909087,-19.39475441,-21.0859127,-21.85640907,-22.21722031,-22.45797348,10.89962959,10.79205418,0.89853656,1.12E-01,2.64739132,1.24E+14
587738568169160792,190.9325393,13.98104663,0.0841052,0.02395122,0.97604877,-20.0937767,-21.34705734,-21.90584373,-22.15011597,-22.36181068,10.65875816,7.89326715,0.85050255,-4.85E-01,17.52039528,5.29E+14
587731511544381527,46.97924035,-0.94664602,0.0666509,0.87915033,0.10389951,-18.88377762,-20.50520515,-21.24484253,-21.58326721,-21.84429932,10.63026142,5.00947237,0.67981499,-7.76E-01,67.19734192,1.71E+14
587731186206048410,4.9397006,-0.18726205,0.0717336,0.05112915,0.90095931,-19.13057518,-20.22419167,-20.78375816,-21.04611015,-21.25850868,10.10337543,5.63920164,0.69145733,1.01E-01,32.6897583,1.14E+14
587735695368192145,177.4653046,56.49999319,0.0657748,0.60608965,0.33260375,-18.0980835,-19.83343124,-20.57670975,-20.93706894,-21.18179703,10.36669064,5.34181643,0.50915074,1.24E+00,0.30230924,3.27E+13
587735742614929617,237.3750523,33.01232282,0.0843629,0.07742809,0.83596098,-19.35533524,-20.41700745,-20.83494186,-20.99625778,-21.20301437,10.12303829,6.69107056,0.51692545,-2.94E-01,14.27160549,1.86E+15
587727212807127756,314.8537155,-7.21626602,0.0762671,0.09271934,0.81323087,-19.37674332,-20.47566414,-20.90968513,-21.13119698,-21.49378014,10.15634251,7.5346961,0.52988017,6.13E-01,1.40715623,7.17E+13
587729157889917054,188.4489971,4.02937657,0.0842622,0.74020809,0.19276506,-18.60771179,-20.3078022,-21.08168602,-21.43926239,-21.73985291,10.5937376,4.37572336,0.71311063,4.51E-01,0.8622908,1.27E+14
587741707799036086,150.0824606,22.03743307,0.0826112,0.84137207,0.12726061,-19.41487503,-21.11042595,-21.88504982,-22.23735809,-22.51473618,10.91281891,7.424716,0.89694518,-8.46E-01,-999,-9.99E+02
588013382721798478,121.3739506,29.67133607,0.0802727,0.46906909,0.39285007,-18.44596863,-19.62096786,-20.23879814,-20.53510857,-20.77596664,10.03893852,4.17999887,0.85650015,-3.14E-01,25.92228699,6.69E+13
587727178465345737,36.84344035,-9.16208278,0.0719252,0.53125,0.34375,-18.53873634,-20.11370468,-20.82240868,-21.10948753,-21.37724495,10.4376955,3.35540724,0.63748711,-5.39E-01,68.26541138,3.55E+14
587736782541226477,256.6171583,20.43112962,0.0801691,0.67805612,0.19064683,-18.59820747,-20.12588882,-20.84640121,-21.1844101,-21.45051193,10.44929409,4.23756742,0.7303499,-4.78E-01,35.94490814,1.86E+15
587742863131082868,161.5959846,15.21924753,0.0708238,0.11653947,0.74847269,-18.98137093,-20.04868317,-20.58462524,-20.83681297,-21.02798462,10.08205414,4.72402,0.87022012,-1.13E+00,-999,-9.99E+02
588007003651244171,232.0941329,54.42317315,0.0731101,0.20308843,0.30088231,-18.69400024,-19.7286911,-20.23933411,-20.4553299,-20.63316727,9.80592442,4.57778788,0.73295683,-1.4E-01,8.63357353,1.95E+14
588013383258145180,120.1022388,29.21251508,0.0804158,0.14451775,0.49178767,-18.48319817,-20.00235367,-20.52048111,-20.58728027,-20.41143799,10.05793476,4.3049345,0.96619701,-3.96E-01,25.85855103,6.69E+13
587730816828702950,345.5884381,-9.81699099,0.0652398,0,1,-19.83876801,-20.8562603,-21.36628532,-21.6063385,-21.79022598,10.37993336,9.62679386,0.84969848,-3.44E-01,35.01937485,1.85E+13
587729160044150938,203.9371604,5.51910134,0.0829233,0.33682102,0.53219384,-19.41599083,-21.003479,-21.71749306,-22.09950447,-22.34025955,10.80461502,8.74129391,0.56722951,5.03E-01,19.11961746,5.97E+14
587741602567422164,180.9728536,27.88698448,0.0689213,0,1,-20.74489975,-21.90547752,-22.39035034,-22.46144485,-22.53278542,10.81311893,14.67373371,0.98181427,-7.66E-01,-999,-9.99E+02
588290881639219380,4.78434362,15.74933714,0.0366773,0.05801101,0.941989,-19.74711227,-21.38970566,-22.11386871,-22.50578308,-22.7014389,10.97102261,21.77208138,0.28130108,-4.69E-01,46.55765915,6.06E+14
587725552284991635,177.1846435,67.8352248,0.0603319,0.03727912,0.9237197,-19.37830734,-20.40194893,-20.83232689,-20.96996307,-21.0580883,10.11667538,8.17566395,0.56159037,-2.86E-01,24.13668251,7.98E+13
587735347476889975,128.2013222,7.70062322,0.0818461,0.19402657,0.69755763,-18.32559967,-20.06305122,-20.81275368,-21.17246819,-21.46390724,10.44336033,4.36759186,0.46908846,-7.53E-01,17.40101051,1.14E+14
587739407853093009,177.0803147,35.28195228,0.0567449,0.17875646,0.6843335,-19.31892967,-20.44999695,-20.95226479,-21.1495266,-21.29978943,10.29120064,11.6324892,0.80947959,-5.93E-01,54.07331085,4.24E+13
587739406237892752,164.6999466,32.59866264,0.0810528,0.16154997,0.75936359,-19.31926727,-20.47494507,-20.87647057,-20.9677906,-20.98810768,10.14976501,7.45032024,0.59938246,-2.81E-01,-999,-9.99E+02
588017702393282681,179.1972636,11.46280918,0.0481567,0.94924158,0.05075837,-19.06937027,-20.70517731,-21.455513,-21.80406952,-22.03263855,10.71995735,8.66501522,0.85665661,-1.06E+00,53.8909874,9.16E+13
588848899919904938,196.4801419,-0.20683588,0.0810613,0.14667027,0.83621991,-18.91627121,-20.73683357,-21.5490799,-21.96959305,-22.32889366,10.79651642,7.18800831,0.28458497,-3.41E-01,10.6686573,6.3E+12
588023239133429934,136.6899528,16.59230655,0.0748387,0.25991446,0.59976488,-18.66419411,-19.86421204,-20.40119171,-20.63862228,-20.74744225,10.10717773,6.97237492,0.86373073,3.97E-01,-999,-9.99E+02
587732482203648070,154.6643877,44.71642932,0.0694209,0.92307699,0,-19.33580399,-20.97777367,-21.82674408,-22.05975914,-22.49069595,10.86477757,13.87051964,0.73944366,-6.88E-01,18.89610672,6.57E+14
587722982277054560,180.2581225,-0.67662077,0.076718,0.36717433,0.34793738,-18.46500397,-19.57760429,-20.18511963,-20.51982117,-20.84111595,9.94887447,4.06833649,0.85606217,-3.72E-01,20.58847427,6.63E+14
587741815711990016,158.0535706,21.82932856,0.0403929,0.02829407,0.97170591,-19.19122696,-20.19228745,-20.59432411,-20.73424149,-20.66727829,9.9596777,13.38117027,0.50983047,-9.76E-02,-999,-9.99E+02
588010359623123053,179.9724622,5.22500107,0.0593658,0.39742634,0.60257369,-19.30602646,-20.7561264,-21.45182037,-21.82045937,-21.94632339,10.69726658,8.89274406,0.78989989,-1.28E+00,36.65381241,6.84E+13
588013383816315036,179.0599764,52.77316203,0.0524385,0,0.92307693,-19.42226601,-20.65831947,-21.18588448,-21.40034103,-21.56007767,10.51856041,10.64831638,0.49267319,1.26E-01,10.81374168,3.42E+14
587729159503085708,194.2450115,5.16457576,0.0735587,0.45211285,0.22283134,-18.84849548,-19.84226799,-20.35065651,-20.58331108,-20.80546761,9.84231758,3.54541898,0.76110196,-1.24E+00,22.92910194,4.4E+13
588010359624106124,182.3218855,5.3186894,0.0750862,0.81970847,0.12371518,-18.84945107,-20.5890274,-21.34598351,-21.69636154,-21.9548378,10.68015766,7.63304567,0.79957265,2.39E-01,1.32146931,2.61E+14
588010359624171751,182.5123882,5.39419401,0.0800345,0.73333329,0.06666667,-18.33489799,-20.0585022,-20.85948563,-21.24788475,-21.56109047,10.51098442,3.35187745,0.88478684,6.46E-01,0.29204476,2.61E+14
587735346964070501,183.8565497,13.91311282,0.0520719,0.23194054,0.76805931,-19.26099014,-20.70936012,-21.41397858,-21.76233292,-22.01132202,10.65659618,9.23517132,0.49704552,-2.69E-01,51.78026581,6.89E+13
587738615953621111,174.7468716,36.41547083,0.0714543,0.18853994,0.6709953,-18.80914879,-19.80562592,-20.29660988,-20.51514053,-20.73147011,10.05186939,7.42929077,0.65661395,-7.24E-01,29.64263153,4.9E+14
587739721363816515,192.7640831,30.35054165,0.0642015,0.25122184,0.70462877,-18.5314064,-19.82657814,-20.68193817,-21.12753677,-21.4187603,10.39603615,5.88083363,0.57751524,-6.3E-02,-999,-9.99E+02
588015510343123099,0.02968146,0.85791155,0.0815454,0.56178308,0.41163906,-18.84403038,-20.50612831,-21.24277115,-21.58432198,-21.8646698,10.66663265,5.66502905,0.63473564,2.29E-01,1.01786637,1.49E+14
587725551216754733,208.6770221,65.24431127,0.035783,0.90956932,0.05471551,-19.06752777,-20.76861763,-21.50649834,-21.87793159,-22.10878563,10.74403286,12.33542442,0.69732422,-5.25E-01,46.08548355,1.31E+14
588017947218280624,224.0946953,34.40477364,0.0789854,0.88973099,0.07587753,-19.4265995,-21.0613327,-21.80647659,-22.17087173,-22.39183235,10.86176586,7.90468311,0.91865218,-2.08E-01,19.46470261,8.47E+14
587728679006896216,195.4340606,65.16508554,0.0804112,0.04187129,0.93956488,-19.82089424,-21.03086281,-21.5196228,-21.70080376,-21.89611626,10.49457741,7.03486586,0.6036303,6.06E-02,35.59392548,3.63E+13
587726877271130342,331.7856177,-9.39852454,0.0808722,0.27245921,0.6786142,-19.34574509,-20.66803932,-21.27843094,-21.55671883,-21.7976532,10.5414772,8.50336742,0.56635535,8.17E-01,14.48423386,5.81E+12
587738197188149551,117.2880306,52.16905796,0.0639837,0.56773579,0.32522252,-18.63349342,-19.77216721,-20.48933792,-20.81228447,-20.99406242,10.29112625,5.57641697,0.90403438,4.86E-01,0.66795594,2.05E+14
588011125195931751,223.6055469,57.62278898,0.0807072,0.71966666,0.28033334,-19.4019413,-21.01388359,-21.72665787,-22.04000282,-22.29001999,10.81430054,9.2970686,0.78669524,-9.93E-01,24.51008797,3E+13
587724240690675821,43.94385839,-8.40878626,0.0624106,0,1,-20.40774155,-21.92201614,-22.50851059,-22.78961563,-22.96993637,11.07096004,14.49032402,0.49662772,-9.83E-01,82.06707001,1.71E+14
587735743149900043,233.4846211,35.82505594,0.0630112,0.07217142,0.75974733,-18.71183777,-19.81490517,-20.35175705,-20.63963127,-20.8256073,9.95239067,4.9900465,0.50010967,-4.24E-01,7.4507122,2.5E+13
587731890580619387,190.4414155,57.26034721,0.0543261,0.04019533,0.93923718,-20.05121994,-21.24193954,-21.78850937,-22.03663826,-22.2394619,10.65908241,9.47736549,0.69701356,-8.47E-01,26.40701485,3.42E+14
587727220864057737,330.6631683,11.46746281,0.0362869,0.7241379,0.137931,-17.9319973,-19.57462502,-20.35354996,-20.74014091,-20.99871063,10.30076694,5.94261885,0.55021143,-1.19E+00,69.67878723,1.85E+14
587741828579524745,155.5558661,21.51158063,0.0545311,0.53001291,0.40381488,-18.15660667,-19.59407616,-20.32413673,-20.69362259,-20.97931099,10.23035908,4.67656898,0.58780533,-4.56E-01,-999,-9.99E+02
587727178982359233,350.802608,-9.92110567,0.0702994,0.72727269,0.27272731,-18.40548515,-20.18838501,-20.9413929,-21.30157089,-21.59481239,10.52069378,3.60643435,0.50149548,2.39E-01,1.34480083,7.4E+13
587726879957516476,336.5522941,-7.58455754,0.0702323,0.04055898,0.91307104,-17.50759125,-19.49476051,-20.2343502,-20.57948303,-20.87890625,10.21592331,5.35833645,0.38090122,-5.68E-01,46.42555237,4.57E+14
587742571076190310,173.634182,18.41793981,0.0831259,0.8009584,0.07712799,-18.26092339,-20.07615852,-20.87865448,-21.26774788,-21.57753181,10.51228619,3.92530227,0.81287467,5.19E-01,-999,-9.99E+02
588017702382338171,153.8346961,9.74430188,0.0678076,0.53972065,0.18545359,-18.37519836,-19.63017273,-20.21051788,-20.42555809,-20.60982513,10.00000477,3.20573497,0.79728788,-5.3E-01,28.19205856,4.52E+14
588017566019354712,167.976268,11.69300896,0.0745833,0.20155984,0.7476964,-19.64900208,-20.84983444,-21.42753029,-21.70577621,-21.93384361,10.54648113,6.68054533,0.55011368,-5.42E-01,30.19531822,5.49E+14
588010136266342603,136.952703,52.20272208,0.0609294,0.20896789,0.79103208,-19.83761024,-21.55734062,-22.35103798,-22.75540161,-23.00561333,11.0984869,11.15102577,0.34806329,1.1E+00,0.61934328,1.75E+14
587741533307994273,135.4748903,20.93595395,0.0830112,0.15480874,0.47260454,-18.23488045,-19.71958542,-20.44909096,-20.80805969,-20.96632957,10.30996799,4.95210934,0.56471902,2.73E-01,-999,-9.99E+02
588017626155385024,185.0873807,44.74136224,0.0756339,0.15521005,0.37807801,-19.29243469,-20.09339905,-20.32992554,-20.34168434,-20.47710419,9.56543922,4.45431519,0.39577362,-9.21E-01,33.64527512,1.04E+14
587739303140655218,177.6751866,34.25542699,0.0810669,0.12262498,0.79371655,-19.43936539,-20.43945312,-20.92001343,-21.15571594,-21.35895348,10.210536,6.89260149,0.60009843,3.91E-01,13.8142004,6.56E+13
588016526098235547,152.7316192,39.52315158,0.0842133,0,1,-19.00151253,-20.06204414,-20.49541283,-20.64006996,-20.70321083,9.94451714,7.63250303,0.44641793,-4.62E-01,33.90086365,6.57E+14
588010879836094538,187.5021506,5.56018938,0.0686831,0.62502885,0.32146892,-18.5493412,-19.92302704,-20.59294319,-20.91482162,-21.19477844,10.30054188,3.90337729,0.72456592,-8.56E-03,25.75067711,6.63E+14
587728932411474237,122.4302242,39.81335936,0.0641053,0.61290318,0.1612903,-17.96992111,-19.63030243,-20.39476204,-20.76015854,-21.03436852,10.29819298,3.02697062,0.78721642,1.17E-01,13.84736633,8.88E+13
587741533327458445,184.1214287,30.3929966,0.0417755,0.27789092,0.689951,-18.85417366,-19.99939537,-20.51849937,-20.74837303,-20.93057632,10.07427597,7.02068377,0.55605,-6.24E-01,-999,-9.99E+02
587741421640548521,136.2969522,23.13770597,0.0770011,0.53061032,0.38219884,-17.62918282,-19.80901909,-20.51332474,-20.79883385,-21.03480339,10.36151791,3.83447194,0.72378993,9.14E-01,-999,-9.99E+02
587738946132574375,145.3132113,31.84762446,0.0837422,0.04962624,0.84408027,-18.55377007,-19.9582653,-20.49542809,-20.62351608,-20.749506,10.23057175,4.96243048,0.74455494,-7.75E-01,52.60565948,6.57E+14
587739809410842766,207.8880759,24.66986297,0.0667286,0.3579118,0.47292322,-18.98622894,-20.02929878,-20.4833107,-20.66062164,-20.82816887,9.86772537,4.92665625,0.59423435,1.1E+00,60.7279129,5.76E+14
587738575147040946,208.2468698,38.78770092,0.0784644,0.29088333,0.63756526,-19.11424828,-20.635746,-21.28677559,-21.56705093,-21.82621193,10.66871357,7.56047678,0.72485191,-7.08E-01,33.79483032,5.76E+14
588017991236976997,228.2939437,7.28495994,0.0477483,0.47546962,0.49748951,-18.71489906,-20.59297943,-21.35013199,-21.75962639,-22.02748108,10.70981503,7.52053499,0.64047194,8.78E-01,-999,-9.99E+02
587726014006362320,205.5690628,1.38589175,0.0777768,0.10866629,0.89133388,-18.39109802,-19.61588287,-20.23715591,-20.53347206,-20.76333427,10.13943672,3.90403795,0.41290632,-1.64E-03,3.82082033,3.77E+14
587735044154327148,140.2848723,36.05110272,0.0707388,0.10683713,0.69298857,-18.83255005,-19.9437809,-20.45598602,-20.6816864,-20.88461113,10.07101631,5.59215641,0.54627997,-1.16E+00,34.92511749,8.18E+13
587728668801827153,116.4484033,34.08270109,0.0625456,0.26308876,0.69439,-19.10719109,-20.26610565,-20.76346397,-20.88079453,-21.08839798,10.22930336,7.1044426,0.5607844,8.46E-01,0.71377259,8.04E+13
587735660479643691,161.9097703,38.92410678,0.0356715,0.2258064,0.61290318,-19.03613853,-20.53289032,-21.18745232,-21.54180908,-21.6656723,10.55066299,13.48431778,0.68372732,1.94E+00,15.30031395,7.09E+12
588016840711864351,132.086133,29.0743142,0.0497497,0.25,0.75,-18.48215103,-19.96798515,-20.65258598,-20.95871735,-21.20605278,10.34933472,4.53791428,0.40528378,-8.37E-01,14.45998096,3.25E+14
587731886271693140,122.0277771,34.93276154,0.081984,0.08646864,0.91353142,-20.69644165,-22.09868622,-22.76748276,-23.07721138,-23.33846092,11.20711327,10.48778152,0.7674489,7.14E-01,0,6.08E+13
587735346957451428,168.2120645,13.28317816,0.0680386,0.48273587,0.42863724,-18.67715836,-20.25865555,-20.98860931,-21.33167648,-21.59741592,10.53995132,7.11355495,0.75969899,3.19E-01,16.17388153,2.14E+13
587733609626796273,246.3612678,40.45735222,0.0757164,0.13282843,0.78681821,-18.74213028,-19.73873329,-20.21569633,-20.43428993,-20.67428398,9.87035465,4.54332018,0.45770648,3.34E-01,34.2142067,1.86E+15
587735696440950847,173.0243597,57.01339837,0.0674856,0.78514981,0.17983024,-18.33686638,-19.7065239,-20.36196327,-20.6484127,-20.85696602,10.22772884,3.7262404,0.8588174,7.2E-01,0.93985957,3.61E+13
588017947209105587,198.6901042,40.70755526,0.0659359,0.06474873,0.80774474,-19.06872749,-20.19878197,-20.72333336,-20.94889259,-21.15888977,10.06928062,5.99860573,0.59453505,7.53E-02,18.87717438,5.76E+14
587738409799057562,174.8696528,14.22690348,0.08101,0.00968722,0.97246027,-18.08815575,-19.54808807,-20.29701042,-20.67333794,-21.04651642,10.24664688,6.07846022,0.29410687,5.35E-03,6.45244646,5.49E+14
588010360691163300,166.9670001,5.93753119,0.0781719,0.44718537,0.36893353,-18.94489288,-20.07200623,-20.54462242,-20.72916412,-20.90574646,9.98020267,4.94220734,0.68445355,1.15E+00,20.03321457,3.07E+14
587739607553212484,183.6565998,31.27588153,0.0705772,0.14069508,0.81682819,-19.17226028,-20.25860977,-20.77662086,-21.01739311,-21.2706604,10.22693443,6.93882465,0.80900067,-6.35E-01,-999,-9.99E+02
588018055111770270,210.592978,49.09401738,0.0669107,0.041099,0.95890093,-19.50300598,-21.45053101,-22.11688042,-22.51102257,-22.74686813,10.98776531,11.77013683,0.30270031,-6E-01,17.29688835,6.1E+14
588017566556618864,168.8826623,12.1087407,0.0769149,0.06694142,0.93305856,-18.65813637,-20.39637756,-21.20038223,-21.57708931,-21.8257122,10.64608574,7.79229307,0.32960895,2.85E-01,22.91358757,5.49E+14
587739646207459390,165.4509709,29.95354088,0.0511904,0.08452331,0.88359076,-18.69833374,-19.80116463,-20.46777534,-20.7990799,-20.9706707,10.28779888,8.66112041,0.61781925,-1.8E-01,47.82356262,2.35E+14
587736942527447291,236.8904835,28.1785056,0.0767529,0.14269918,0.82231867,-18.81735992,-20.28401184,-21.05343628,-21.41866875,-21.67986679,10.55644798,6.32367802,0.33012772,5.43E-01,0.97912389,3.73E+14
588018054576865425,216.642327,46.9313364,0.0734204,0.41902375,0.58097625,-19.13670349,-20.69124222,-21.41443253,-21.74918747,-22.02695465,10.71952724,6.32144165,0.63655311,3.45E-01,5.94853449,4.79E+12
587739721903505498,200.2939468,30.01104797,0.0732158,0.21595269,0.60789579,-19.27006721,-20.01434517,-20.41474152,-20.57292366,-20.69332695,9.78953171,4.34504032,0.87930113,-7.89E-02,33.00061417,5.76E+14
587724233718759530,27.30046415,14.7388243,0.0838042,0.58395457,0.2034273,-18.57822037,-20.00008392,-20.68807602,-21.03903961,-21.25047684,10.35862541,5.14468384,0.88294941,-4.46E-01,15.06490612,4.71E+13
587732483297902749,221.8143087,43.48786198,0.0823171,0.01224992,0.98774999,-19.83691025,-21.09840775,-21.6618557,-21.90048218,-22.05106735,10.73022938,7.08058691,0.73041177,-1.23E-01,18.32412529,9.07E+13
587733440514555963,244.0124693,38.0300497,0.0650918,0.69793749,0.15205646,-18.19177437,-19.78245926,-20.54483414,-20.8933239,-21.20144844,10.36438656,4.63066816,0.86495775,9.75E-02,11.85372829,1.88E+14
587741392106553440,137.2366817,23.79578423,0.0565108,0.16889518,0.80164623,-19.40901566,-20.64208984,-21.24490738,-21.52306747,-21.75772476,10.50592899,5.92567301,0.69478101,-1.59E+00,-999,-9.99E+02
588011125194031203,216.4134881,59.89234803,0.0733287,0.37675139,0.57084674,-19.67305946,-20.77882576,-21.24014473,-21.42149925,-21.60029221,10.45584393,9.8342123,0.74793881,-7.92E-01,26.44195175,4.47E+14
587741534393729215,164.4960397,29.52705246,0.0630831,0.08721305,0.91278714,-18.43768501,-19.71630478,-20.39895058,-20.76007271,-21.04424858,10.22264099,5.65378523,0.47841403,-1E+00,-999,-9.99E+02
587739827128893596,217.2496072,23.10176875,0.0662998,0.63912612,0.30988389,-18.22528267,-19.89373398,-20.61269188,-20.92434311,-21.17570496,10.36269379,4.80823565,0.61426789,1.42E-01,49.67351151,8.47E+14
